dataset,policy,policy_label,threshold,true_positive,false_admission,false_negative,admitted,n_true,n_negative,recall,false_admission_rate,precision,review_rate,validation_debt_cost,debt_adjusted_utility,meets_false_constraint
BigVul,category_plus_coverage,Category+coverage,0.29411764705882354,1061,36,3371,1097,4432,8000,0.23939530685920576,0.0045,0.96718322698268,0.08824002574002573,0.20806317457219983,0.031332132287005925,True
BigVul,category_plus_coverage,Category+coverage,0.2903225806451613,1081,36,3351,1117,4432,8000,0.24390794223826714,0.0045,0.9677708146821844,0.08984877734877735,0.20701545330787205,0.03689248893039509,True
BigVul,category_plus_coverage,Category+coverage,0.2857142857142857,1122,41,3310,1163,4432,8000,0.25315884476534295,0.005125,0.9647463456577816,0.09354890604890605,0.20676273411110954,0.0463961106542334,True
BigVul,category_plus_coverage,Category+coverage,0.28,1146,41,3286,1187,4432,8000,0.2585740072202166,0.005125,0.9654591406908172,0.09547940797940797,0.20550546859391625,0.05306853862630037,True
BigVul,category_plus_coverage,Category+coverage,0.27586206896551724,1171,42,3261,1213,4432,8000,0.2642148014440433,0.00525,0.9653751030502885,0.09757078507078507,0.20457483889252842,0.05963996255151489,True
BigVul,category_plus_coverage,Category+coverage,0.2702702702702703,1203,47,3229,1250,4432,8000,0.27143501805054154,0.005875,0.9624,0.10054697554697554,0.20479359426471339,0.06664142378582816,True
BigVul,category_plus_coverage,Category+coverage,0.26666666666666666,1231,52,3201,1283,4432,8000,0.27775270758122744,0.0065,0.9594699922057678,0.10320141570141571,0.20522189388976392,0.07253081369146348,True
BigVul,category_plus_coverage,Category+coverage,0.2619047619047619,1259,57,3173,1316,4432,8000,0.28407039711191334,0.007125,0.9566869300911854,0.10585585585585586,0.20565019351481445,0.07842020359709892,True
BigVul,category_plus_coverage,Category+coverage,0.25806451612903225,1294,62,3138,1356,4432,8000,0.29196750902527074,0.00775,0.9542772861356932,0.10907335907335908,0.20571179069735027,0.08625571832792046,True
BigVul,category_plus_coverage,Category+coverage,0.2558139534883721,1301,62,3131,1363,4432,8000,0.29354693140794225,0.00775,0.954512105649303,0.10963642213642213,0.20534508825483555,0.0882018431531067,True
BigVul,category_plus_coverage,Category+coverage,0.24444444444444444,1378,81,3054,1459,4432,8000,0.3109205776173285,0.010125,0.9444825222755312,0.11735842985842986,0.20851277708858934,0.10240780052873914,True
BigVul,category_plus_coverage,Category+coverage,0.24242424242424243,1387,82,3045,1469,4432,8000,0.31295126353790614,0.01025,0.9441797140912185,0.11816280566280567,0.20842032439866376,0.1045309391392424,True
BigVul,category_plus_coverage,Category+coverage,0.23809523809523808,1422,87,3010,1509,4432,8000,0.32084837545126355,0.010875,0.9423459244532804,0.12138030888030887,0.20848192158119955,0.11236645387006397,True
BigVul,category_plus_coverage,Category+coverage,0.23333333333333334,1451,91,2981,1542,4432,8000,0.3273916967509025,0.011375,0.9409857328145266,0.12403474903474904,0.20847881326401185,0.11891288348689068,True
BigVul,category_plus_coverage,Category+coverage,0.22916666666666666,1475,95,2957,1570,4432,8000,0.3328068592057762,0.011875,0.9394904458598726,0.1262870012870013,0.20873763526290603,0.12406922394287016,True
BigVul,category_plus_coverage,Category+coverage,0.22580645161290322,1502,99,2930,1601,4432,8000,0.338898916967509,0.012375,0.9381636477201749,0.12878056628056628,0.2088392990721511,0.13005961789535792,True
BigVul,category_plus_coverage,Category+coverage,0.21951219512195122,1534,108,2898,1642,4432,8000,0.3461191335740072,0.0135,0.9342265529841657,0.13207850707850707,0.21057414196042354,0.1355449916135837,True
BigVul,category_plus_coverage,Category+coverage,0.21621621621621623,1553,112,2879,1665,4432,8000,0.3504061371841155,0.014,0.9327327327327327,0.13392857142857142,0.2110948942753997,0.13931124290871583,True
BigVul,category_plus_coverage,Category+coverage,0.21052631578947367,1600,134,2832,1734,4432,8000,0.36101083032490977,0.01675,0.922722029988466,0.13947876447876448,0.2169712306427108,0.14403959968219898,True
BigVul,category_plus_coverage,Category+coverage,0.20689655172413793,1626,138,2806,1764,4432,8000,0.3668772563176895,0.01725,0.9217687074829932,0.14189189189189189,0.21712528051517221,0.14975197580251728,True
BigVul,category_plus_coverage,Category+coverage,0.20408163265306123,1632,138,2800,1770,4432,8000,0.36823104693140796,0.01725,0.9220338983050848,0.14237451737451737,0.21681096413587386,0.15142008279553407,True
BigVul,category_plus_coverage,Category+coverage,0.1951219512195122,1700,167,2732,1867,4432,8000,0.3835740072202166,0.020875,0.9105516871987145,0.15017696267696268,0.224240346328794,0.15933366089142265,True
BigVul,category_plus_coverage,Category+coverage,0.19230769230769232,1725,181,2707,1906,4432,8000,0.3892148014440433,0.022625,0.9050367261280168,0.15331402831402832,0.22823700105469058,0.1609778003893527,True
BigVul,category_plus_coverage,Category+coverage,0.1875,1762,209,2670,1971,4432,8000,0.39756317689530685,0.026125,0.8939624556062912,0.15854247104247104,0.23691132932829684,0.16065184756701004,True
BigVul,category_plus_coverage,Category+coverage,0.18421052631578946,1786,212,2646,1998,4432,8000,0.4029783393501805,0.0265,0.8938938938938938,0.16071428571428573,0.23679112944816919,0.16618720990201133,True
BigVul,category_plus_coverage,Category+coverage,0.17857142857142858,1812,236,2620,2048,4432,8000,0.40884476534296027,0.0295,0.884765625,0.16473616473616473,0.24452561690106814,0.16431914844189216,True
BigVul,category_plus_coverage,Category+coverage,0.17391304347826086,1838,259,2594,2097,4432,8000,0.4147111913357401,0.032375,0.8764902241297091,0.1686776061776062,0.2518810824749453,0.16283010886079477,True
BigVul,category_plus_coverage,Category+coverage,0.16666666666666666,1890,316,2542,2206,4432,8000,0.42644404332129965,0.0395,0.85675430643699,0.17744530244530243,0.2707612542919402,0.15568278902935945,True
BigVul,category_plus_coverage,Category+coverage,0.16129032258064516,1901,322,2531,2223,4432,8000,0.4289259927797834,0.04025,0.8551506972559604,0.1788127413127413,0.27245913887069123,0.15646685390909215,True
BigVul,category_plus_coverage,Category+coverage,0.15625,1949,363,2483,2312,4432,8000,0.43975631768953066,0.045375,0.8429930795847751,0.18597168597168598,0.28548450487620164,0.15427181281332905,True
BigVul,category_plus_coverage,Category+coverage,0.15151515151515152,1974,387,2458,2361,4432,8000,0.4453971119133574,0.048375,0.8360864040660737,0.1899131274131274,0.29327137839231704,0.15212573352104036,True
BigVul,category_plus_coverage,Category+coverage,0.14814814814814814,2007,425,2425,2432,4432,8000,0.45284296028880866,0.053125,0.8252467105263158,0.1956241956241956,0.3059454697090076,0.14689749057980106,True
BigVul,category_plus_coverage,Category+coverage,0.14285714285714285,2042,482,2390,2524,4432,8000,0.46074007220216606,0.06025,0.8090332805071315,0.20302445302445302,0.3257162046006811,0.13502386760148496,True
BigVul,category_plus_coverage,Category+coverage,0.13793103448275862,2048,497,2384,2545,4432,8000,0.4620938628158845,0.062125,0.8047151277013752,0.20471364221364222,0.33108721640671096,0.13100664640917348,True
BigVul,category_plus_coverage,Category+coverage,0.13513513513513514,2060,535,2372,2595,4432,8000,0.4648014440433213,0.066875,0.7938342967244701,0.20873552123552125,0.34486141505094575,0.11994002899237555,True
BigVul,category_plus_coverage,Category+coverage,0.13043478260869565,2086,586,2346,2672,4432,8000,0.4706678700361011,0.07325,0.780688622754491,0.21492921492921493,0.36282949323743546,0.10783837679866565,True
BigVul,category_plus_coverage,Category+coverage,0.125,2114,707,2318,2821,4432,8000,0.476985559566787,0.088375,0.749379652605459,0.22691441441441443,0.407224330829024,0.06976122873776304,True
BigVul,category_plus_coverage,Category+coverage,0.12195121951219512,2116,708,2316,2824,4432,8000,0.47743682310469315,0.0885,0.7492917847025495,0.22715572715572716,0.407498580581613,0.06993824252308012,True
BigVul,category_plus_coverage,Category+coverage,0.11904761904761904,2129,748,2303,2877,4432,8000,0.48037003610108303,0.0935,0.7400069516857838,0.23141891891891891,0.42197843692067516,0.05839159918040786,True
BigVul,category_plus_coverage,Category+coverage,0.11538461538461539,2150,820,2282,2970,4432,8000,0.4851083032490975,0.1025,0.7239057239057239,0.2388996138996139,0.4481679048827063,0.03694039836639117,True
BigVul,category_plus_coverage,Category+coverage,0.1111111111111111,2184,944,2248,3128,4432,8000,0.4927797833935018,0.118,0.6982097186700768,0.2516087516087516,0.49338549173206214,-0.0006057083385602961,True
BigVul,category_plus_coverage,Category+coverage,0.10714285714285714,2189,971,2243,3160,4432,8000,0.4939079422382672,0.121375,0.6927215189873418,0.25418275418275416,0.5033571521495709,-0.00944920991130372,True
BigVul,category_plus_coverage,Category+coverage,0.10344827586206896,2213,1037,2219,3250,4432,8000,0.4993231046931408,0.129625,0.680923076923077,0.2614221364221364,0.5271153306478216,-0.02779222595468081,True
BigVul,category_plus_coverage,Category+coverage,0.0975609756097561,2247,1140,2185,3387,4432,8000,0.5069945848375451,0.1425,0.6634189548272807,0.27244208494208494,0.5643734580377179,-0.05737887320017285,True
BigVul,category_plus_coverage,Category+coverage,0.09375,2273,1248,2159,3521,4432,8000,0.5128610108303249,0.156,0.6455552399886396,0.28322072072072074,0.6039457833284547,-0.09108477249812992,False
BigVul,category_plus_coverage,Category+coverage,0.08888888888888889,2290,1333,2142,3623,4432,8000,0.5166967509025271,0.166625,0.6320728677891251,0.2914253539253539,0.635272079970636,-0.11857532906810879,False
BigVul,category_plus_coverage,Category+coverage,0.08571428571428572,2305,1400,2127,3705,4432,8000,0.5200812274368231,0.175,0.6221322537112011,0.2980212355212355,0.6598807549168559,-0.13979952748003285,False
BigVul,category_plus_coverage,Category+coverage,0.08333333333333333,2325,1497,2107,3822,4432,8000,0.5245938628158845,0.187125,0.6083202511773941,0.30743243243243246,0.6955981559176506,-0.17100429310176607,False
BigVul,category_plus_coverage,Category+coverage,0.08,2337,1550,2095,3887,4432,8000,0.5273014440433214,0.19375,0.6012348855158219,0.31266087516087515,0.7150576827472135,-0.1877562387038921,False
BigVul,category_plus_coverage,Category+coverage,0.075,2349,1648,2083,3997,4432,8000,0.5300090252707581,0.206,0.587690768076057,0.32150900900900903,0.7515731941327609,-0.2215641688620028,False
BigVul,category_plus_coverage,Category+coverage,0.07142857142857142,2364,1766,2068,4130,4432,8000,0.5333935018050542,0.22075,0.5723970944309927,0.3322072072072072,0.7955119849090968,-0.2621184831040426,False
BigVul,category_plus_coverage,Category+coverage,0.06818181818181818,2369,1805,2063,4174,4432,8000,0.5345216606498195,0.225625,0.5675610924772401,0.33574646074646075,0.8100319078748681,-0.27551024722504863,False
BigVul,category_plus_coverage,Category+coverage,0.0625,2391,2012,2041,4403,4432,8000,0.539485559566787,0.2515,0.5430388371564843,0.3541666666666667,0.8873369434416365,-0.3478513838748495,False
BigVul,category_plus_coverage,Category+coverage,0.05714285714285714,2410,2158,2022,4568,4432,8000,0.5437725631768953,0.26975,0.5275831873905429,0.36743886743886744,0.9416788025777196,-0.3979062394008243,False
BigVul,category_plus_coverage,Category+coverage,0.05263157894736842,2428,2326,2004,4754,4432,8000,0.5478339350180506,0.29075,0.5107278081615482,0.3824002574002574,1.0044115291155002,-0.45657759409744963,False
BigVul,category_plus_coverage,Category+coverage,0.04878048780487805,2461,2428,1971,4889,4432,8000,0.5552797833935018,0.3035,0.5033749232971978,0.3932593307593308,1.041343020689591,-0.4860632372960893,False
BigVul,category_plus_coverage,Category+coverage,0.045454545454545456,2485,2594,1947,5079,4432,8000,0.5606949458483754,0.32425,0.4892695412482772,0.40854247104247104,1.1030033870900298,-0.5423084412416542,False
BigVul,category_plus_coverage,Category+coverage,0.041666666666666664,2502,2759,1930,5261,4432,8000,0.5645306859205776,0.344875,0.4755749857441551,0.4231821106821107,1.164651434053961,-0.6001207481333833,False
BigVul,category_plus_coverage,Category+coverage,0.0392156862745098,2511,2833,1921,5344,4432,8000,0.5665613718411552,0.354125,0.46987275449101795,0.42985842985842987,1.1922275785326328,-0.6256662066914775,False
BigVul,category_plus_coverage,Category+coverage,0.036585365853658534,2520,2978,1912,5498,4432,8000,0.5685920577617328,0.37225,0.458348490360131,0.44224581724581724,1.2467142764218577,-0.6781222186601249,False
BigVul,category_plus_coverage,Category+coverage,0.034482758620689655,2531,3102,1901,5633,4432,8000,0.5710740072202166,0.38775,0.44931652760518376,0.4531048906048906,1.2931367427251903,-0.7220627355049736,False
BigVul,category_plus_coverage,Category+coverage,0.03125,2540,3267,1892,5807,4432,8000,0.5731046931407943,0.408375,0.43740313414844156,0.4671010296010296,1.355203878194853,-0.7820991850540586,False
BigVul,category_plus_coverage,Category+coverage,0.02857142857142857,2543,3348,1889,5891,4432,8000,0.5737815884476535,0.4185,0.43167543710745204,0.47385778635778636,1.385747492205976,-0.8119659037583224,False
BigVul,category_plus_coverage,Category+coverage,0.02631578947368421,2543,3392,1889,5935,4432,8000,0.5737815884476535,0.424,0.428475147430497,0.4773970398970399,1.4024244548829385,-0.8286428664352852,False
BigVul,category_plus_coverage,Category+coverage,0.024390243902439025,2545,3414,1887,5959,4432,8000,0.5742328519855595,0.42675,0.42708508138949486,0.47932754182754184,1.4106581640949873,-0.8364253121094277,False
BigVul,category_plus_coverage,Category+coverage,0.022727272727272728,2545,3427,1887,5972,4432,8000,0.5742328519855595,0.428375,0.4261553918285332,0.4803732303732304,1.4155854485222716,-0.8413525965367121,False
BigVul,category_plus_coverage,Category+coverage,0.020833333333333332,2545,3431,1887,5976,4432,8000,0.5742328519855595,0.428875,0.42587014725568945,0.4806949806949807,1.417101536038359,-0.8428686840527995,False
BigVul,category_plus_coverage,Category+coverage,0.01818181818181818,2545,3435,1887,5980,4432,8000,0.5742328519855595,0.429375,0.42558528428093645,0.48101673101673104,1.4186176235544465,-0.844384771568887,False
BigVul,category_plus_coverage,Category+coverage,0.0,2606,5324,1826,7930,4432,8000,0.5879963898916968,0.6655,0.32862547288776794,0.6378700128700129,2.1313944031705763,-1.5433980132788794,False
