dataset,policy,policy_label,threshold,true_positive,false_admission,false_negative,admitted,n_true,n_negative,recall,false_admission_rate,precision,review_rate,validation_debt_cost,debt_adjusted_utility,meets_false_constraint
BigVul,coverage_only,Coverage only,0.39285714285714285,704,13,3728,717,4432,8000,0.1588447653429603,0.001625,0.9818688981868898,0.057673745173745176,0.21804749592294717,-0.05920273057998687,True
BigVul,coverage_only,Coverage only,0.3877551020408163,731,14,3701,745,4432,8000,0.16493682310469315,0.00175,0.9812080536912752,0.059925997425997427,0.2170120940951266,-0.05207527099043344,True
BigVul,coverage_only,Coverage only,0.38095238095238093,768,14,3664,782,4432,8000,0.17328519855595667,0.00175,0.9820971867007673,0.0629021879021879,0.21507380975612023,-0.041788611200163556,True
BigVul,coverage_only,Coverage only,0.375,819,17,3613,836,4432,8000,0.18479241877256317,0.002125,0.9796650717703349,0.06724581724581724,0.21353918616915007,-0.0287467673965869,True
BigVul,coverage_only,Coverage only,0.37037037037037035,838,17,3594,855,4432,8000,0.18907942238267147,0.002125,0.9801169590643275,0.06877413127413128,0.21254385096803868,-0.023464428585367205,True
BigVul,coverage_only,Coverage only,0.36666666666666664,869,18,3563,887,4432,8000,0.19607400722021662,0.00225,0.979706877113867,0.07134813384813385,0.21129890488735253,-0.015224897667135927,True
BigVul,coverage_only,Coverage only,0.3611111111111111,891,19,3541,910,4432,8000,0.2010379061371841,0.002375,0.9791208791208791,0.0731981981981982,0.21052543337561389,-0.009487527238429768,True
BigVul,coverage_only,Coverage only,0.35714285714285715,937,20,3495,957,4432,8000,0.21141696750902528,0.0025,0.9791013584117032,0.07697876447876448,0.2084946963466819,0.0029222711623433663,True
BigVul,coverage_only,Coverage only,0.35135135135135137,960,21,3472,981,4432,8000,0.21660649819494585,0.002625,0.9785932721712538,0.0789092664092664,0.20766883877172687,0.008937659423218986,True
BigVul,coverage_only,Coverage only,0.34615384615384615,1006,22,3426,1028,4432,8000,0.226985559566787,0.00275,0.9785992217898832,0.0826898326898327,0.2056381017427949,0.021347457823992118,True
BigVul,coverage_only,Coverage only,0.34285714285714286,1028,22,3404,1050,4432,8000,0.2319494584837545,0.00275,0.979047619047619,0.08445945945945946,0.20448560835203436,0.027463850131720147,True
BigVul,coverage_only,Coverage only,0.325,1160,27,3272,1187,4432,8000,0.26173285198555957,0.003375,0.9772535804549284,0.09547940797940797,0.19946575740258052,0.06226709458297905,True
BigVul,coverage_only,Coverage only,0.3225806451612903,1180,27,3252,1207,4432,8000,0.26624548736462095,0.003375,0.9776304888152444,0.09708815958815958,0.19841803613825273,0.06782745122636821,True
BigVul,coverage_only,Coverage only,0.3191489361702128,1207,28,3225,1235,4432,8000,0.2723375451263538,0.0035,0.977327935222672,0.09934041184041184,0.19738263431043215,0.07495491081592162,True
BigVul,coverage_only,Coverage only,0.3142857142857143,1246,32,3186,1278,4432,8000,0.28113718411552346,0.004,0.974960876369327,0.1027992277992278,0.19685566536108054,0.08428151875444292,True
BigVul,coverage_only,Coverage only,0.30952380952380953,1291,33,3141,1324,4432,8000,0.29129061371841153,0.004125,0.9750755287009063,0.1064993564993565,0.19487731439536496,0.09641329932304654,True
BigVul,coverage_only,Coverage only,0.3055555555555556,1321,35,3111,1356,4432,8000,0.2980595667870036,0.004375,0.974188790560472,0.10907335907335908,0.19406377625691704,0.10399579053008658,True
BigVul,coverage_only,Coverage only,0.3,1393,37,3039,1430,4432,8000,0.3143050541516246,0.004625,0.9741258741258741,0.11502574002574002,0.19105002346338085,0.12325503068824374,True
BigVul,coverage_only,Coverage only,0.29411764705882354,1438,38,2994,1476,4432,8000,0.32445848375451264,0.00475,0.9742547425474255,0.11872586872586872,0.18907167249766527,0.13538681125684737,True
BigVul,coverage_only,Coverage only,0.2903225806451613,1471,38,2961,1509,4432,8000,0.3319043321299639,0.00475,0.9748177601060305,0.12138030888030887,0.18734293241152444,0.14456139971843945,True
BigVul,coverage_only,Coverage only,0.2857142857142857,1539,43,2893,1582,4432,8000,0.34724729241877256,0.005375,0.972819216182048,0.12725225225225226,0.18567578950791946,0.1615715029108531,True
BigVul,coverage_only,Coverage only,0.28,1570,43,2862,1613,4432,8000,0.35424187725631767,0.005375,0.9733415995040298,0.12974581724581724,0.18405182154821145,0.17019005570810622,True
BigVul,coverage_only,Coverage only,0.27586206896551724,1605,44,2827,1649,4432,8000,0.3621389891696751,0.0055,0.9733171619163129,0.13264157014157013,0.18259733121465974,0.17954165795501534,True
BigVul,coverage_only,Coverage only,0.2702702702702703,1653,49,2779,1702,4432,8000,0.3729693140794224,0.006125,0.9712103407755581,0.13690476190476192,0.1819779095753825,0.19099140450403992,True
BigVul,coverage_only,Coverage only,0.26666666666666666,1698,56,2734,1754,4432,8000,0.3831227436823105,0.007,0.9680729760547321,0.14108751608751607,0.18227368988379816,0.20084905379851226,True
BigVul,coverage_only,Coverage only,0.2619047619047619,1738,61,2694,1799,4432,8000,0.39214801444043323,0.007625,0.9660922734852696,0.1447072072072072,0.18207335675025205,0.21007465769018122,True
BigVul,coverage_only,Coverage only,0.25806451612903225,1787,66,2645,1853,4432,8000,0.4032039711191336,0.00825,0.9643820831084727,0.14905083655083656,0.18140154904775843,0.22180242207137515,True
BigVul,coverage_only,Coverage only,0.2558139534883721,1796,66,2636,1862,4432,8000,0.4052346570397112,0.00825,0.9645542427497314,0.14977477477477477,0.18093007447881093,0.22430458256090025,True
BigVul,coverage_only,Coverage only,0.24444444444444444,1916,88,2516,2004,4432,8000,0.4323104693140794,0.011,0.9560878243512974,0.1611969111969112,0.18298222823132573,0.2493282410827537,True
BigVul,coverage_only,Coverage only,0.24242424242424243,1933,89,2499,2022,4432,8000,0.43614620938628157,0.011125,0.9559841740850643,0.16264478764478765,0.182470687035669,0.2536755223506126,True
BigVul,coverage_only,Coverage only,0.23809523809523808,1993,97,2439,2090,4432,8000,0.4496841155234657,0.012125,0.9535885167464114,0.1681145431145431,0.18235969827486073,0.267324417248605,True
BigVul,coverage_only,Coverage only,0.23333333333333334,2036,101,2396,2137,4432,8000,0.45938628158844763,0.012625,0.9527374824520356,0.1718951093951094,0.18162318507264358,0.27776309651580405,True
BigVul,coverage_only,Coverage only,0.22916666666666666,2071,105,2361,2176,4432,8000,0.46728339350180503,0.013125,0.9517463235294118,0.17503217503217502,0.18130576037615748,0.28597763312564756,True
BigVul,coverage_only,Coverage only,0.22580645161290322,2107,109,2325,2216,4432,8000,0.4754061371841155,0.013625,0.950812274368231,0.17824967824967825,0.18093594961645504,0.2944701875676605,True
BigVul,coverage_only,Coverage only,0.21951219512195122,2161,122,2271,2283,4432,8000,0.4875902527075812,0.01525,0.9465615418309242,0.18363899613899615,0.1830343866300545,0.3045558660775267,True
BigVul,coverage_only,Coverage only,0.21621621621621623,2193,126,2239,2319,4432,8000,0.4948104693140794,0.01575,0.9456662354463131,0.18653474903474904,0.18287412012321763,0.3119363491908618,True
BigVul,coverage_only,Coverage only,0.21052631578947367,2262,149,2170,2411,4432,8000,0.5103790613718412,0.018625,0.9381999170468686,0.19393500643500644,0.18797698497879,0.3224020763930512,True
BigVul,coverage_only,Coverage only,0.20689655172413793,2304,154,2128,2458,4432,8000,0.51985559566787,0.01925,0.9373474369406021,0.19771557271557272,0.18767187971881114,0.3321837159490588,True
BigVul,coverage_only,Coverage only,0.20454545454545456,2311,154,2121,2465,4432,8000,0.5214350180505415,0.01925,0.937525354969574,0.19827863577863578,0.18730517727629642,0.33412984077424507,True
BigVul,coverage_only,Coverage only,0.1956521739130435,2403,186,2029,2589,4432,8000,0.5421931407942239,0.02325,0.9281575898030128,0.20825289575289574,0.19461435958908882,0.3475787812051351,True
BigVul,coverage_only,Coverage only,0.1935483870967742,2427,194,2005,2621,4432,8000,0.5476083032490975,0.02425,0.925982449446776,0.21082689832689833,0.19638926910407056,0.351219034145027,True
BigVul,coverage_only,Coverage only,0.1891891891891892,2479,223,1953,2702,4432,8000,0.559341155234657,0.027875,0.9174685418208735,0.21734234234234234,0.2046568283084529,0.3546843269262041,True
BigVul,coverage_only,Coverage only,0.18518518518518517,2527,242,1905,2769,4432,8000,0.5701714801444043,0.03025,0.9126038280967859,0.22273166023166024,0.20934371297548193,0.36082776716892245,True
BigVul,coverage_only,Coverage only,0.1794871794871795,2566,259,1866,2825,4432,8000,0.578971119133574,0.032375,0.9083185840707965,0.22723616473616473,0.21374402845341475,0.3652270906801593,True
BigVul,coverage_only,Coverage only,0.17647058823529413,2605,290,1827,2895,4432,8000,0.5877707581227437,0.03625,0.8998272884283247,0.23286679536679536,0.22345065023765381,0.36432010788508984,True
BigVul,coverage_only,Coverage only,0.17142857142857143,2633,314,1799,2947,4432,8000,0.5940884476534296,0.03925,0.8934509670851714,0.23704954954954954,0.23108036556412007,0.3630080820893095,True
BigVul,coverage_only,Coverage only,0.16216216216216217,2705,371,1727,3076,4432,8000,0.6103339350180506,0.046375,0.8793888166449935,0.2474259974259974,0.24891281611678723,0.3614211189012633,True
BigVul,coverage_only,Coverage only,0.1590909090909091,2732,395,1700,3127,4432,8000,0.6164259927797834,0.049375,0.8736808442596738,0.25152831402831405,0.25659491750646984,0.35983107527331354,True
BigVul,coverage_only,Coverage only,0.15555555555555556,2784,430,1648,3214,4432,8000,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.26713660798498345,0.36102223678035955,True
BigVul,coverage_only,Coverage only,0.15,2851,488,1581,3339,4432,8000,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.2856100107327544,0.3576661625524442,True
BigVul,coverage_only,Coverage only,0.14705882352941177,2868,508,1564,3376,4432,8000,0.6471119133574007,0.0635,0.8495260663507109,0.27155727155727155,0.2922998852385134,0.3548120281188873,True
BigVul,coverage_only,Coverage only,0.13953488372093023,2918,582,1514,3500,4432,8000,0.6583935018050542,0.07275,0.8337142857142857,0.28153153153153154,0.317728201125313,0.34066530067974116,True
BigVul,coverage_only,Coverage only,0.13793103448275862,2934,607,1498,3541,4432,8000,0.6620036101083032,0.075875,0.8285794973171421,0.2848294723294723,0.3263655710893978,0.3356380390189055,True
BigVul,coverage_only,Coverage only,0.13513513513513514,2950,658,1482,3608,4432,8000,0.6656137184115524,0.08225,0.8176274944567627,0.2902187902187902,0.3448575099080514,0.32075620850350095,True
BigVul,coverage_only,Coverage only,0.13043478260869565,2991,722,1441,3713,4432,8000,0.6748646209386282,0.09025,0.8055480743334231,0.29866473616473616,0.36696708157357977,0.30789753936504843,True
BigVul,coverage_only,Coverage only,0.1276595744680851,3000,740,1432,3740,4432,8000,0.6768953068592057,0.0925,0.8021390374331551,0.3008365508365508,0.3733180008270261,0.30357730603217964,True
BigVul,coverage_only,Coverage only,0.12244897959183673,3048,863,1384,3911,4432,8000,0.6877256317689531,0.107875,0.7793403221682434,0.3145913770913771,0.41742316091233056,0.2703024708566225,True
BigVul,coverage_only,Coverage only,0.12,3067,911,1365,3978,4432,8000,0.6920126353790613,0.113875,0.7709904474610357,0.319980694980695,0.43462087590426945,0.25739175947479187,True
BigVul,coverage_only,Coverage only,0.11764705882352941,3097,972,1335,4069,4432,8000,0.6987815884476535,0.1215,0.7611206684689112,0.3273005148005148,0.4561696286281124,0.2426119598195411,True
BigVul,coverage_only,Coverage only,0.11428571428571428,3111,1033,1321,4144,4432,8000,0.7019404332129964,0.129125,0.7507239382239382,0.3333333333333333,0.47855655836341754,0.22338387484957883,True
BigVul,coverage_only,Coverage only,0.10869565217391304,3167,1175,1265,4342,4432,8000,0.7145758122743683,0.146875,0.7293873790879779,0.34925997425997424,0.5294440456444067,0.18513176662996159,True
BigVul,coverage_only,Coverage only,0.10526315789473684,3201,1269,1231,4470,4432,8000,0.7222472924187726,0.158625,0.7161073825503356,0.35955598455598453,0.563290976123106,0.1589563162956666,False
BigVul,coverage_only,Coverage only,0.10256410256410256,3211,1307,1221,4518,4432,8000,0.7245036101083032,0.163375,0.7107127047366091,0.36341698841698844,0.5771699468937737,0.14733366321452962,False
BigVul,coverage_only,Coverage only,0.0975609756097561,3259,1444,1173,4703,4432,8000,0.7353339350180506,0.1805,0.6929619391877525,0.3782979407979408,0.6265814132853843,0.10875252173266617,False
BigVul,coverage_only,Coverage only,0.09375,3307,1599,1125,4906,4432,8000,0.7461642599277978,0.199875,0.6740725642070934,0.3946267696267696,0.682815273499389,0.06334898642840878,False
BigVul,coverage_only,Coverage only,0.08888888888888889,3345,1717,1087,5062,4432,8000,0.7547382671480144,0.214625,0.6608060055314106,0.40717503217503215,0.7255491848217479,0.02918908232626641,False
BigVul,coverage_only,Coverage only,0.08571428571428572,3372,1821,1060,5193,4432,8000,0.7608303249097473,0.227625,0.6493356441363374,0.4177123552123552,0.763553036533181,-0.0027227116234336025,False
BigVul,coverage_only,Coverage only,0.08333333333333333,3410,1951,1022,5361,4432,8000,0.769404332129964,0.243875,0.6360753590747995,0.4312258687258687,0.8108352104038024,-0.04143087827383847,False
BigVul,coverage_only,Coverage only,0.08064516129032258,3410,1958,1022,5368,4432,8000,0.769404332129964,0.24475,0.6352459016393442,0.4317889317889318,0.8134883635569556,-0.044084031426991604,False
BigVul,coverage_only,Coverage only,0.07692307692307693,3449,2148,983,5597,4432,8000,0.7782039711191335,0.2685,0.6162229765946042,0.45020913770913773,0.8834594641056737,-0.10525549298654008,False
BigVul,coverage_only,Coverage only,0.07317073170731707,3468,2228,964,5696,4432,8000,0.7824909747292419,0.2785,0.6088483146067416,0.45817245817245816,0.9127858792263126,-0.13029490449707068,False
BigVul,coverage_only,Coverage only,0.06896551724137931,3489,2381,943,5870,4432,8000,0.7872292418772563,0.297625,0.5943781942078364,0.47216859716859716,0.9696761193891156,-0.18244687751185937,False
BigVul,coverage_only,Coverage only,0.06666666666666667,3514,2501,918,6015,4432,8000,0.7928700361010831,0.312625,0.5842061512884456,0.48383204633204635,1.0138490932913315,-0.22097905719024846,False
BigVul,coverage_only,Coverage only,0.0625,3548,2690,884,6238,4432,8000,0.8005415162454874,0.33625,0.5687720423212568,0.5017696267696268,1.0837031022771095,-0.2831615860316221,False
BigVul,coverage_only,Coverage only,0.058823529411764705,3592,2862,840,6454,4432,8000,0.8104693140794224,0.35775,0.5565540749922528,0.5191441441441441,1.1465898786873516,-0.3361205646079293,False
BigVul,coverage_only,Coverage only,0.05405405405405406,3614,3015,818,6629,4432,8000,0.8154332129963899,0.376875,0.5451802685171218,0.5332207207207207,1.2034277327869385,-0.3879945197905486,False
BigVul,coverage_only,Coverage only,0.05128205128205128,3648,3160,784,6808,4432,8000,0.8231046931407943,0.395,0.535840188014101,0.5476190476190477,1.2566047790957537,-0.4335000859549596,False
BigVul,coverage_only,Coverage only,0.04878048780487805,3712,3297,720,7009,4432,8000,0.8375451263537906,0.412125,0.529604793836496,0.5637870012870013,1.3051780684759022,-0.4676329421221118,False
BigVul,coverage_only,Coverage only,0.046511627906976744,3750,3460,682,7210,4432,8000,0.8461191335740073,0.4325,0.5201109570041609,0.579954954954955,1.3649679643542458,-0.5188488307802386,False
BigVul,coverage_only,Coverage only,0.043478260869565216,3801,3699,631,7500,4432,8000,0.8576263537906137,0.462375,0.5068,0.6032818532818532,1.4528825042164393,-0.5952561504258256,False
BigVul,coverage_only,Coverage only,0.04,3837,3947,595,7784,4432,8000,0.8657490974729242,0.493375,0.49293422404933196,0.6261261261261262,1.5449940319380755,-0.6792449344651512,False
BigVul,coverage_only,Coverage only,0.037037037037037035,3867,4185,565,8052,4432,8000,0.8725180505415162,0.523125,0.4802533532041729,0.6476833976833977,1.6336296572487907,-0.7611116067072746,False
BigVul,coverage_only,Coverage only,0.03614457831325301,3867,4189,565,8056,4432,8000,0.8725180505415162,0.523625,0.48001489572989076,0.648005148005148,1.6351457447648783,-0.7626276942233622,False
BigVul,coverage_only,Coverage only,0.03333333333333333,3895,4486,537,8381,4432,8000,0.8788357400722022,0.56075,0.4647416776041045,0.6741473616473617,1.7462484330643173,-0.8674126929921151,False
BigVul,coverage_only,Coverage only,0.030303030303030304,3913,4686,519,8599,4432,8000,0.8828971119133574,0.58575,0.45505291312943363,0.6916827541827542,1.8211098597307984,-0.9382127478174409,False
BigVul,coverage_only,Coverage only,0.027777777777777776,3925,4789,507,8714,4432,8000,0.8856046931407943,0.598625,0.4504246040853799,0.700933075933076,1.8595204805114551,-0.9739157873706609,False
BigVul,coverage_only,Coverage only,0.02564102564102564,3930,4845,502,8775,4432,8000,0.8867328519855595,0.605625,0.4478632478632479,0.7058397683397684,1.8804837754205985,-0.993750923435039,False
BigVul,coverage_only,Coverage only,0.023809523809523808,3933,4887,499,8820,4432,8000,0.8874097472924187,0.610875,0.4459183673469388,0.7094594594594594,1.896245536149868,-1.0088357888574493,False
BigVul,coverage_only,Coverage only,0.022222222222222223,3936,4894,496,8830,4432,8000,0.8880866425992779,0.61175,0.445753114382786,0.7102638352638353,1.8987415311133722,-1.0106548885140942,False
BigVul,coverage_only,Coverage only,0.020833333333333332,3936,4897,496,8833,4432,8000,0.8880866425992779,0.612125,0.44560172081965355,0.710505148005148,1.899878596750438,-1.01179195415116,False
BigVul,coverage_only,Coverage only,0.018518518518518517,3936,4901,496,8837,4432,8000,0.8880866425992779,0.612625,0.445400022632115,0.7108268983268984,1.9013946842665252,-1.0133080416672473,False
BigVul,coverage_only,Coverage only,0.0,4432,8000,0,12432,4432,8000,1.0,1.0,0.3564993564993565,1.0,3.05,-2.05,False
BigVul,category_plus_coverage,Category+coverage,1.0,1,0,4431,1,4432,8000,0.0002256317689530686,0.0,1.0,8.043758043758043e-05,0.2499476139367836,-0.24972198216783054,True
BigVul,category_plus_coverage,Category+coverage,0.875,77,0,4355,77,4432,8000,0.017373646209386282,0.0,1.0,0.006193693693693694,0.2459662731323381,-0.22859262692295182,True
BigVul,category_plus_coverage,Category+coverage,0.85,82,0,4350,82,4432,8000,0.018501805054151624,0.0,1.0,0.006595881595881596,0.24570434281625617,-0.22720253776210456,True
BigVul,category_plus_coverage,Category+coverage,0.8333333333333334,85,0,4347,85,4432,8000,0.01917870036101083,0.0,1.0,0.006837194337194337,0.245547184626607,-0.22636848426559616,True
BigVul,category_plus_coverage,Category+coverage,0.7916666666666666,91,0,4341,91,4432,8000,0.020532490974729242,0.0,1.0,0.00731981981981982,0.2452328682473087,-0.22470037727257947,True
BigVul,category_plus_coverage,Category+coverage,0.76,104,0,4328,104,4432,8000,0.023465703971119134,0.0,1.0,0.008365508365508366,0.24455184942549563,-0.2210861454543765,True
BigVul,category_plus_coverage,Category+coverage,0.7272727272727273,120,0,4312,120,4432,8000,0.02707581227436823,0.0,1.0,0.009652509652509652,0.2437136724140334,-0.21663786013966518,True
BigVul,category_plus_coverage,Category+coverage,0.7058823529411765,125,0,4307,125,4432,8000,0.028203971119133572,0.0,1.0,0.010054697554697555,0.2434517420979515,-0.21524777097881792,True
BigVul,category_plus_coverage,Category+coverage,0.6923076923076923,134,0,4298,134,4432,8000,0.03023465703971119,0.0,1.0,0.010778635778635779,0.242980267529004,-0.21274561048929283,True
BigVul,category_plus_coverage,Category+coverage,0.6666666666666666,155,0,4277,155,4432,8000,0.03497292418772563,0.0,1.0,0.012467824967824968,0.24188016020145983,-0.2069072360137342,True
BigVul,category_plus_coverage,Category+coverage,0.6470588235294118,161,0,4271,161,4432,8000,0.036326714801444046,0.0,1.0,0.01295045045045045,0.2415658438221615,-0.20523912902071748,True
BigVul,category_plus_coverage,Category+coverage,0.625,173,3,4259,176,4432,8000,0.039034296028880866,0.000375,0.9829545454545454,0.014157014157014158,0.24207427670063048,-0.20303998067174964,True
BigVul,category_plus_coverage,Category+coverage,0.6,184,3,4248,187,4432,8000,0.04151624548736462,0.000375,0.983957219251337,0.015041827541827542,0.2414980300052502,-0.1999817845178856,True
BigVul,category_plus_coverage,Category+coverage,0.5909090909090909,190,3,4242,193,4432,8000,0.04287003610108303,0.000375,0.9844559585492227,0.015524453024453025,0.2411837136259519,-0.19831367752486886,True
BigVul,category_plus_coverage,Category+coverage,0.5806451612903226,196,3,4236,199,4432,8000,0.04422382671480144,0.000375,0.9849246231155779,0.01600707850707851,0.24086939724665357,-0.19664557053185214,True
BigVul,category_plus_coverage,Category+coverage,0.5714285714285714,209,3,4223,212,4432,8000,0.04715703971119133,0.000375,0.9858490566037735,0.01705276705276705,0.2401883784248405,-0.1930313387136492,True
BigVul,category_plus_coverage,Category+coverage,0.5652173913043478,213,3,4219,216,4432,8000,0.04805956678700361,0.000375,0.9861111111111112,0.017374517374517374,0.23997883417197494,-0.19191926738497134,True
BigVul,category_plus_coverage,Category+coverage,0.5588235294117647,220,3,4212,223,4432,8000,0.04963898916967509,0.000375,0.9865470852017937,0.01793758043758044,0.23961213172946022,-0.18997314255978515,True
BigVul,category_plus_coverage,Category+coverage,0.5454545454545454,242,4,4190,246,4432,8000,0.0546028880866426,0.0005,0.983739837398374,0.019787644787644786,0.2388386602177216,-0.184235772131079,True
BigVul,category_plus_coverage,Category+coverage,0.5384615384615384,248,4,4184,252,4432,8000,0.05595667870036101,0.0005,0.9841269841269841,0.02027027027027027,0.23852434383842325,-0.18256766513806225,True
BigVul,category_plus_coverage,Category+coverage,0.53125,253,4,4179,257,4432,8000,0.05708483754512635,0.0005,0.9844357976653697,0.020672458172458174,0.23826241352234132,-0.18117757597721496,True
BigVul,category_plus_coverage,Category+coverage,0.5263157894736842,261,4,4171,265,4432,8000,0.0588898916967509,0.0005,0.9849056603773585,0.021315958815958817,0.23784332501661024,-0.17895343331985933,True
BigVul,category_plus_coverage,Category+coverage,0.52,272,4,4160,276,4432,8000,0.061371841155234655,0.0005,0.9855072463768116,0.0222007722007722,0.23726707832122995,-0.1758952371659953,True
BigVul,category_plus_coverage,Category+coverage,0.5142857142857142,277,4,4155,281,4432,8000,0.0625,0.0005,0.9857651245551602,0.022602960102960104,0.23700514800514802,-0.17450514800514802,True
BigVul,category_plus_coverage,Category+coverage,0.48148148148148145,323,7,4109,330,4432,8000,0.07287906137184115,0.000875,0.9787878787878788,0.026544401544401543,0.23573245473425977,-0.16285339336241864,True
BigVul,category_plus_coverage,Category+coverage,0.47619047619047616,343,8,4089,351,4432,8000,0.07739169675090253,0.001,0.9772079772079773,0.028233590733590733,0.2350637553489539,-0.1576720585980514,True
BigVul,category_plus_coverage,Category+coverage,0.46875,353,9,4079,362,4432,8000,0.0796480144404332,0.001125,0.9751381215469613,0.029118404118404117,0.23491891659581188,-0.15527090215537867,True
BigVul,category_plus_coverage,Category+coverage,0.46153846153846156,371,9,4061,380,4432,8000,0.08370938628158844,0.001125,0.9763157894736842,0.030566280566280565,0.2339759674579169,-0.1502665811763285,True
BigVul,category_plus_coverage,Category+coverage,0.45714285714285713,379,9,4053,388,4432,8000,0.08551444043321299,0.001125,0.9768041237113402,0.03120978120978121,0.2335568789521858,-0.1480424385189728,True
BigVul,category_plus_coverage,Category+coverage,0.45,397,10,4035,407,4432,8000,0.08957581227436823,0.00125,0.9754299754299754,0.03273809523809524,0.23299295169331272,-0.1434171394189445,True
BigVul,category_plus_coverage,Category+coverage,0.4418604651162791,415,10,4017,425,4432,8000,0.09363718411552346,0.00125,0.9764705882352941,0.034185971685971685,0.23205000255541772,-0.13841281843989425,True
BigVul,category_plus_coverage,Category+coverage,0.4375,429,11,4003,440,4432,8000,0.09679602888086643,0.001375,0.975,0.035392535392535396,0.23169561954941015,-0.13489959066854373,True
BigVul,category_plus_coverage,Category+coverage,0.43243243243243246,438,11,3994,449,4432,8000,0.09882671480144405,0.001375,0.9755011135857461,0.03611647361647362,0.23122414498046268,-0.13239743017901864,True
BigVul,category_plus_coverage,Category+coverage,0.42424242424242425,458,12,3974,470,4432,8000,0.10333935018050541,0.0015,0.9744680851063829,0.037805662805662804,0.23055544559515678,-0.12721609541465137,True
BigVul,category_plus_coverage,Category+coverage,0.41935483870967744,470,12,3962,482,4432,8000,0.10604693140794223,0.0015,0.975103734439834,0.03877091377091377,0.22992681283656013,-0.12387988142861792,True
BigVul,category_plus_coverage,Category+coverage,0.41379310344827586,497,13,3935,510,4432,8000,0.11213898916967509,0.001625,0.9745098039215686,0.041023166023166024,0.2288914110087395,-0.11675242183906444,True
BigVul,category_plus_coverage,Category+coverage,0.4090909090909091,509,13,3923,522,4432,8000,0.11484657039711191,0.001625,0.975095785440613,0.04198841698841699,0.22826277825014288,-0.11341620785303097,True
BigVul,category_plus_coverage,Category+coverage,0.40540540540540543,520,13,3912,533,4432,8000,0.11732851985559567,0.001625,0.975609756097561,0.042873230373230375,0.2276865315547626,-0.11035801169916694,True
BigVul,category_plus_coverage,Category+coverage,0.39473684210526316,560,13,3872,573,4432,8000,0.1263537906137184,0.001625,0.9773123909249564,0.04609073359073359,0.22559108902610706,-0.09923729841238867,True
BigVul,category_plus_coverage,Category+coverage,0.391304347826087,576,13,3856,589,4432,8000,0.1299638989169675,0.001625,0.9779286926994907,0.047377734877734876,0.22475291201464487,-0.09478901309767737,True
BigVul,category_plus_coverage,Category+coverage,0.38461538461538464,606,14,3826,620,4432,8000,0.13673285198555957,0.00175,0.9774193548387097,0.04987129987129987,0.2235603519971751,-0.08682750001161556,True
BigVul,category_plus_coverage,Category+coverage,0.375,647,17,3785,664,4432,8000,0.14598375451263537,0.002125,0.9743975903614458,0.05341055341055341,0.22254958904236882,-0.07656583452973345,True
BigVul,category_plus_coverage,Category+coverage,0.37037037037037035,661,17,3771,678,4432,8000,0.14914259927797835,0.002125,0.9749262536873157,0.05453667953667954,0.2218161841573394,-0.07267358487936103,True
BigVul,category_plus_coverage,Category+coverage,0.36666666666666664,681,18,3751,699,4432,8000,0.1536552346570397,0.00225,0.9742489270386266,0.056225868725868725,0.22114748477203353,-0.06749225011499382,True
BigVul,category_plus_coverage,Category+coverage,0.3611111111111111,695,19,3737,714,4432,8000,0.15681407942238268,0.002375,0.9733893557422969,0.057432432432432436,0.22079310176602596,-0.06397902234364326,True
BigVul,category_plus_coverage,Category+coverage,0.3548387096774194,730,19,3702,749,4432,8000,0.16471119133574008,0.002375,0.9746328437917223,0.06024774774774775,0.21895958955345235,-0.05424839821771228,True
BigVul,category_plus_coverage,Category+coverage,0.35,745,21,3687,766,4432,8000,0.1680956678700361,0.002625,0.9725848563968669,0.06161518661518661,0.2189318423632503,-0.05083617449321421,True
BigVul,category_plus_coverage,Category+coverage,0.3448275862068966,768,21,3664,789,4432,8000,0.17328519855595667,0.002625,0.973384030418251,0.06346525096525096,0.21772696290927337,-0.0444417643533167,True
BigVul,category_plus_coverage,Category+coverage,0.34146341463414637,773,21,3659,794,4432,8000,0.17441335740072203,0.002625,0.9735516372795969,0.06386743886743887,0.21746503259319142,-0.04305167519246939,True
BigVul,category_plus_coverage,Category+coverage,0.32432432432432434,875,26,3557,901,4432,8000,0.19742779783393502,0.00325,0.9711431742508324,0.07247425997425998,0.21401676354022925,-0.016588965706294225,True
BigVul,category_plus_coverage,Category+coverage,0.32142857142857145,896,26,3536,922,4432,8000,0.20216606498194944,0.00325,0.9718004338394793,0.07416344916344916,0.2129166562126851,-0.01075059123073566,True
BigVul,category_plus_coverage,Category+coverage,0.3157894736842105,929,30,3503,959,4432,8000,0.20961191335740073,0.00375,0.9687174139728885,0.07713963963963964,0.2127040036426318,-0.0030920902852310857,True
BigVul,category_plus_coverage,Category+coverage,0.3103448275862069,963,31,3469,994,4432,8000,0.21728339350180506,0.003875,0.9688128772635815,0.07995495495495496,0.2113018993722965,0.005981494129508575,True
BigVul,category_plus_coverage,Category+coverage,0.3055555555555556,988,33,3444,1021,4432,8000,0.22292418772563177,0.004125,0.9676787463271302,0.08212676962676962,0.21075029154993052,0.012173896175701252,True
BigVul,category_plus_coverage,Category+coverage,0.3,1030,35,3402,1065,4432,8000,0.23240072202166065,0.004375,0.9671361502347418,0.08566602316602316,0.209308120652886,0.023092601368774647,True
