mode,trial,policy,n_pairs,false_admissions,false_admission_rate
cross_category,114,structural_only,1500,1193,0.7953333333333333
cross_category,114,category_gate,1500,468,0.312
cross_category,114,mddc_strict,1500,100,0.06666666666666667
same_category_different_cve,114,structural_only,1500,1235,0.8233333333333334
same_category_different_cve,114,category_gate,1500,958,0.6386666666666667
same_category_different_cve,114,mddc_strict,1500,188,0.12533333333333332
any_deranged,115,structural_only,1500,1193,0.7953333333333333
any_deranged,115,category_gate,1500,520,0.3466666666666667
any_deranged,115,mddc_strict,1500,81,0.054
cross_category,115,structural_only,1500,1214,0.8093333333333333
cross_category,115,category_gate,1500,512,0.3413333333333333
cross_category,115,mddc_strict,1500,93,0.062
same_category_different_cve,115,structural_only,1500,1275,0.85
same_category_different_cve,115,category_gate,1500,1036,0.6906666666666667
same_category_different_cve,115,mddc_strict,1500,213,0.142
any_deranged,116,structural_only,1500,1188,0.792
any_deranged,116,category_gate,1500,528,0.352
any_deranged,116,mddc_strict,1500,99,0.066
cross_category,116,structural_only,1500,1218,0.812
cross_category,116,category_gate,1500,540,0.36
cross_category,116,mddc_strict,1500,93,0.062
same_category_different_cve,116,structural_only,1500,1230,0.82
same_category_different_cve,116,category_gate,1500,992,0.6613333333333333
same_category_different_cve,116,mddc_strict,1500,238,0.15866666666666668
any_deranged,117,structural_only,1500,1224,0.816
any_deranged,117,category_gate,1500,553,0.36866666666666664
any_deranged,117,mddc_strict,1500,102,0.068
cross_category,117,structural_only,1500,1198,0.7986666666666666
cross_category,117,category_gate,1500,477,0.318
cross_category,117,mddc_strict,1500,96,0.064
same_category_different_cve,117,structural_only,1500,1228,0.8186666666666667
same_category_different_cve,117,category_gate,1500,970,0.6466666666666666
same_category_different_cve,117,mddc_strict,1500,211,0.14066666666666666
any_deranged,118,structural_only,1500,1206,0.804
any_deranged,118,category_gate,1500,523,0.3486666666666667
any_deranged,118,mddc_strict,1500,97,0.06466666666666666
cross_category,118,structural_only,1500,1202,0.8013333333333333
cross_category,118,category_gate,1500,519,0.346
cross_category,118,mddc_strict,1500,99,0.066
same_category_different_cve,118,structural_only,1500,1242,0.828
same_category_different_cve,118,category_gate,1500,988,0.6586666666666666
same_category_different_cve,118,mddc_strict,1500,211,0.14066666666666666
any_deranged,119,structural_only,1500,1221,0.814
any_deranged,119,category_gate,1500,529,0.3526666666666667
any_deranged,119,mddc_strict,1500,109,0.07266666666666667
cross_category,119,structural_only,1500,1184,0.7893333333333333
cross_category,119,category_gate,1500,469,0.31266666666666665
cross_category,119,mddc_strict,1500,83,0.05533333333333333
same_category_different_cve,119,structural_only,1500,1236,0.824
same_category_different_cve,119,category_gate,1500,987,0.658
same_category_different_cve,119,mddc_strict,1500,177,0.118
any_deranged,120,structural_only,1500,1220,0.8133333333333334
any_deranged,120,category_gate,1500,579,0.386
any_deranged,120,mddc_strict,1500,95,0.06333333333333334
cross_category,120,structural_only,1500,1197,0.798
cross_category,120,category_gate,1500,498,0.332
cross_category,120,mddc_strict,1500,99,0.066
same_category_different_cve,120,structural_only,1500,1245,0.83
same_category_different_cve,120,category_gate,1500,993,0.662
same_category_different_cve,120,mddc_strict,1500,198,0.132
any_deranged,121,structural_only,1500,1216,0.8106666666666666
any_deranged,121,category_gate,1500,550,0.36666666666666664
any_deranged,121,mddc_strict,1500,105,0.07
cross_category,121,structural_only,1500,1211,0.8073333333333333
cross_category,121,category_gate,1500,530,0.35333333333333333
cross_category,121,mddc_strict,1500,99,0.066
same_category_different_cve,121,structural_only,1500,1233,0.822
same_category_different_cve,121,category_gate,1500,979,0.6526666666666666
same_category_different_cve,121,mddc_strict,1500,214,0.14266666666666666
any_deranged,122,structural_only,1500,1225,0.8166666666666667
any_deranged,122,category_gate,1500,539,0.35933333333333334
any_deranged,122,mddc_strict,1500,106,0.07066666666666667
cross_category,122,structural_only,1500,1199,0.7993333333333333
cross_category,122,category_gate,1500,504,0.336
cross_category,122,mddc_strict,1500,80,0.05333333333333334
same_category_different_cve,122,structural_only,1500,1226,0.8173333333333334
same_category_different_cve,122,category_gate,1500,979,0.6526666666666666
same_category_different_cve,122,mddc_strict,1500,187,0.12466666666666666
any_deranged,123,structural_only,1500,1214,0.8093333333333333
any_deranged,123,category_gate,1500,540,0.36
any_deranged,123,mddc_strict,1500,100,0.06666666666666667
cross_category,123,structural_only,1500,1208,0.8053333333333333
cross_category,123,category_gate,1500,475,0.31666666666666665
cross_category,123,mddc_strict,1500,77,0.051333333333333335
same_category_different_cve,123,structural_only,1500,1231,0.8206666666666667
same_category_different_cve,123,category_gate,1500,935,0.6233333333333333
same_category_different_cve,123,mddc_strict,1500,199,0.13266666666666665
any_deranged,124,structural_only,1500,1209,0.806
any_deranged,124,category_gate,1500,532,0.3546666666666667
any_deranged,124,mddc_strict,1500,92,0.06133333333333333
cross_category,124,structural_only,1500,1183,0.7886666666666666
cross_category,124,category_gate,1500,503,0.3353333333333333
cross_category,124,mddc_strict,1500,80,0.05333333333333334
same_category_different_cve,124,structural_only,1500,1223,0.8153333333333334
same_category_different_cve,124,category_gate,1500,958,0.6386666666666667
same_category_different_cve,124,mddc_strict,1500,227,0.15133333333333332
any_deranged,125,structural_only,1500,1209,0.806
any_deranged,125,category_gate,1500,566,0.37733333333333335
any_deranged,125,mddc_strict,1500,91,0.06066666666666667
cross_category,125,structural_only,1500,1193,0.7953333333333333
cross_category,125,category_gate,1500,475,0.31666666666666665
cross_category,125,mddc_strict,1500,90,0.06
same_category_different_cve,125,structural_only,1500,1249,0.8326666666666667
same_category_different_cve,125,category_gate,1500,985,0.6566666666666666
same_category_different_cve,125,mddc_strict,1500,194,0.12933333333333333
any_deranged,126,structural_only,1500,1217,0.8113333333333334
any_deranged,126,category_gate,1500,542,0.36133333333333334
any_deranged,126,mddc_strict,1500,106,0.07066666666666667
cross_category,126,structural_only,1500,1189,0.7926666666666666
cross_category,126,category_gate,1500,495,0.33
cross_category,126,mddc_strict,1500,97,0.06466666666666666
same_category_different_cve,126,structural_only,1500,1248,0.832
same_category_different_cve,126,category_gate,1500,998,0.6653333333333333
same_category_different_cve,126,mddc_strict,1500,230,0.15333333333333332
any_deranged,127,structural_only,1500,1202,0.8013333333333333
any_deranged,127,category_gate,1500,524,0.34933333333333333
any_deranged,127,mddc_strict,1500,79,0.05266666666666667
cross_category,127,structural_only,1500,1213,0.8086666666666666
cross_category,127,category_gate,1500,532,0.3546666666666667
cross_category,127,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,127,structural_only,1500,1251,0.834
same_category_different_cve,127,category_gate,1500,1006,0.6706666666666666
same_category_different_cve,127,mddc_strict,1500,208,0.13866666666666666
any_deranged,128,structural_only,1500,1218,0.812
any_deranged,128,category_gate,1500,527,0.35133333333333333
any_deranged,128,mddc_strict,1500,107,0.07133333333333333
cross_category,128,structural_only,1500,1194,0.796
cross_category,128,category_gate,1500,488,0.3253333333333333
cross_category,128,mddc_strict,1500,87,0.058
same_category_different_cve,128,structural_only,1500,1213,0.8086666666666666
same_category_different_cve,128,category_gate,1500,1004,0.6693333333333333
same_category_different_cve,128,mddc_strict,1500,227,0.15133333333333332
any_deranged,129,structural_only,1500,1231,0.8206666666666667
any_deranged,129,category_gate,1500,537,0.358
any_deranged,129,mddc_strict,1500,98,0.06533333333333333
cross_category,129,structural_only,1500,1208,0.8053333333333333
cross_category,129,category_gate,1500,525,0.35
cross_category,129,mddc_strict,1500,78,0.052
same_category_different_cve,129,structural_only,1500,1247,0.8313333333333334
same_category_different_cve,129,category_gate,1500,1025,0.6833333333333333
same_category_different_cve,129,mddc_strict,1500,231,0.154
any_deranged,130,structural_only,1500,1206,0.804
any_deranged,130,category_gate,1500,530,0.35333333333333333
any_deranged,130,mddc_strict,1500,101,0.06733333333333333
cross_category,130,structural_only,1500,1185,0.79
cross_category,130,category_gate,1500,490,0.32666666666666666
cross_category,130,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,130,structural_only,1500,1239,0.826
same_category_different_cve,130,category_gate,1500,973,0.6486666666666666
same_category_different_cve,130,mddc_strict,1500,212,0.14133333333333334
any_deranged,131,structural_only,1500,1208,0.8053333333333333
any_deranged,131,category_gate,1500,552,0.368
any_deranged,131,mddc_strict,1500,87,0.058
cross_category,131,structural_only,1500,1197,0.798
cross_category,131,category_gate,1500,509,0.3393333333333333
cross_category,131,mddc_strict,1500,104,0.06933333333333333
same_category_different_cve,131,structural_only,1500,1212,0.808
same_category_different_cve,131,category_gate,1500,986,0.6573333333333333
same_category_different_cve,131,mddc_strict,1500,206,0.13733333333333334
any_deranged,132,structural_only,1500,1229,0.8193333333333334
any_deranged,132,category_gate,1500,564,0.376
any_deranged,132,mddc_strict,1500,92,0.06133333333333333
cross_category,132,structural_only,1500,1179,0.786
cross_category,132,category_gate,1500,475,0.31666666666666665
cross_category,132,mddc_strict,1500,78,0.052
same_category_different_cve,132,structural_only,1500,1225,0.8166666666666667
same_category_different_cve,132,category_gate,1500,975,0.65
same_category_different_cve,132,mddc_strict,1500,216,0.144
any_deranged,133,structural_only,1500,1223,0.8153333333333334
any_deranged,133,category_gate,1500,529,0.3526666666666667
any_deranged,133,mddc_strict,1500,100,0.06666666666666667
cross_category,133,structural_only,1500,1218,0.812
cross_category,133,category_gate,1500,506,0.3373333333333333
cross_category,133,mddc_strict,1500,95,0.06333333333333334
same_category_different_cve,133,structural_only,1500,1253,0.8353333333333334
same_category_different_cve,133,category_gate,1500,1000,0.6666666666666666
same_category_different_cve,133,mddc_strict,1500,218,0.14533333333333334
any_deranged,134,structural_only,1500,1198,0.7986666666666666
any_deranged,134,category_gate,1500,558,0.372
any_deranged,134,mddc_strict,1500,84,0.056
cross_category,134,structural_only,1500,1212,0.808
cross_category,134,category_gate,1500,545,0.36333333333333334
cross_category,134,mddc_strict,1500,104,0.06933333333333333
same_category_different_cve,134,structural_only,1500,1233,0.822
same_category_different_cve,134,category_gate,1500,997,0.6646666666666666
same_category_different_cve,134,mddc_strict,1500,200,0.13333333333333333
any_deranged,135,structural_only,1500,1231,0.8206666666666667
any_deranged,135,category_gate,1500,567,0.378
any_deranged,135,mddc_strict,1500,101,0.06733333333333333
cross_category,135,structural_only,1500,1184,0.7893333333333333
cross_category,135,category_gate,1500,552,0.368
cross_category,135,mddc_strict,1500,96,0.064
same_category_different_cve,135,structural_only,1500,1234,0.8226666666666667
same_category_different_cve,135,category_gate,1500,995,0.6633333333333333
same_category_different_cve,135,mddc_strict,1500,200,0.13333333333333333
any_deranged,136,structural_only,1500,1233,0.822
any_deranged,136,category_gate,1500,544,0.3626666666666667
any_deranged,136,mddc_strict,1500,92,0.06133333333333333
cross_category,136,structural_only,1500,1190,0.7933333333333333
cross_category,136,category_gate,1500,501,0.334
cross_category,136,mddc_strict,1500,95,0.06333333333333334
same_category_different_cve,136,structural_only,1500,1232,0.8213333333333334
same_category_different_cve,136,category_gate,1500,969,0.646
same_category_different_cve,136,mddc_strict,1500,218,0.14533333333333334
any_deranged,137,structural_only,1500,1206,0.804
any_deranged,137,category_gate,1500,557,0.37133333333333335
any_deranged,137,mddc_strict,1500,110,0.07333333333333333
cross_category,137,structural_only,1500,1185,0.79
cross_category,137,category_gate,1500,479,0.31933333333333336
cross_category,137,mddc_strict,1500,85,0.056666666666666664
same_category_different_cve,137,structural_only,1500,1238,0.8253333333333334
same_category_different_cve,137,category_gate,1500,951,0.634
same_category_different_cve,137,mddc_strict,1500,198,0.132
any_deranged,138,structural_only,1500,1187,0.7913333333333333
any_deranged,138,category_gate,1500,513,0.342
any_deranged,138,mddc_strict,1500,103,0.06866666666666667
cross_category,138,structural_only,1500,1200,0.8
cross_category,138,category_gate,1500,518,0.3453333333333333
cross_category,138,mddc_strict,1500,97,0.06466666666666666
same_category_different_cve,138,structural_only,1500,1242,0.828
same_category_different_cve,138,category_gate,1500,974,0.6493333333333333
same_category_different_cve,138,mddc_strict,1500,208,0.13866666666666666
any_deranged,139,structural_only,1500,1205,0.8033333333333333
any_deranged,139,category_gate,1500,512,0.3413333333333333
any_deranged,139,mddc_strict,1500,100,0.06666666666666667
cross_category,139,structural_only,1500,1194,0.796
cross_category,139,category_gate,1500,526,0.3506666666666667
cross_category,139,mddc_strict,1500,100,0.06666666666666667
same_category_different_cve,139,structural_only,1500,1229,0.8193333333333334
same_category_different_cve,139,category_gate,1500,959,0.6393333333333333
same_category_different_cve,139,mddc_strict,1500,204,0.136
any_deranged,140,structural_only,1500,1223,0.8153333333333334
any_deranged,140,category_gate,1500,551,0.36733333333333335
any_deranged,140,mddc_strict,1500,101,0.06733333333333333
cross_category,140,structural_only,1500,1205,0.8033333333333333
cross_category,140,category_gate,1500,509,0.3393333333333333
cross_category,140,mddc_strict,1500,97,0.06466666666666666
same_category_different_cve,140,structural_only,1500,1249,0.8326666666666667
same_category_different_cve,140,category_gate,1500,996,0.664
same_category_different_cve,140,mddc_strict,1500,199,0.13266666666666665
any_deranged,141,structural_only,1500,1223,0.8153333333333334
any_deranged,141,category_gate,1500,537,0.358
any_deranged,141,mddc_strict,1500,88,0.058666666666666666
cross_category,141,structural_only,1500,1190,0.7933333333333333
cross_category,141,category_gate,1500,513,0.342
cross_category,141,mddc_strict,1500,98,0.06533333333333333
same_category_different_cve,141,structural_only,1500,1243,0.8286666666666667
same_category_different_cve,141,category_gate,1500,997,0.6646666666666666
same_category_different_cve,141,mddc_strict,1500,172,0.11466666666666667
any_deranged,142,structural_only,1500,1206,0.804
any_deranged,142,category_gate,1500,553,0.36866666666666664
any_deranged,142,mddc_strict,1500,110,0.07333333333333333
cross_category,142,structural_only,1500,1199,0.7993333333333333
cross_category,142,category_gate,1500,525,0.35
cross_category,142,mddc_strict,1500,90,0.06
same_category_different_cve,142,structural_only,1500,1220,0.8133333333333334
same_category_different_cve,142,category_gate,1500,935,0.6233333333333333
same_category_different_cve,142,mddc_strict,1500,203,0.13533333333333333
any_deranged,143,structural_only,1500,1230,0.82
any_deranged,143,category_gate,1500,533,0.35533333333333333
any_deranged,143,mddc_strict,1500,96,0.064
cross_category,143,structural_only,1500,1199,0.7993333333333333
cross_category,143,category_gate,1500,502,0.33466666666666667
cross_category,143,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,143,structural_only,1500,1210,0.8066666666666666
same_category_different_cve,143,category_gate,1500,950,0.6333333333333333
same_category_different_cve,143,mddc_strict,1500,194,0.12933333333333333
any_deranged,144,structural_only,1500,1200,0.8
any_deranged,144,category_gate,1500,539,0.35933333333333334
any_deranged,144,mddc_strict,1500,97,0.06466666666666666
cross_category,144,structural_only,1500,1207,0.8046666666666666
cross_category,144,category_gate,1500,514,0.3426666666666667
cross_category,144,mddc_strict,1500,96,0.064
same_category_different_cve,144,structural_only,1500,1220,0.8133333333333334
same_category_different_cve,144,category_gate,1500,954,0.636
same_category_different_cve,144,mddc_strict,1500,201,0.134
any_deranged,145,structural_only,1500,1213,0.8086666666666666
any_deranged,145,category_gate,1500,558,0.372
any_deranged,145,mddc_strict,1500,94,0.06266666666666666
cross_category,145,structural_only,1500,1189,0.7926666666666666
cross_category,145,category_gate,1500,471,0.314
cross_category,145,mddc_strict,1500,79,0.05266666666666667
same_category_different_cve,145,structural_only,1500,1230,0.82
same_category_different_cve,145,category_gate,1500,982,0.6546666666666666
same_category_different_cve,145,mddc_strict,1500,206,0.13733333333333334
any_deranged,146,structural_only,1500,1220,0.8133333333333334
any_deranged,146,category_gate,1500,517,0.3446666666666667
any_deranged,146,mddc_strict,1500,96,0.064
cross_category,146,structural_only,1500,1200,0.8
cross_category,146,category_gate,1500,484,0.32266666666666666
cross_category,146,mddc_strict,1500,88,0.058666666666666666
same_category_different_cve,146,structural_only,1500,1251,0.834
same_category_different_cve,146,category_gate,1500,992,0.6613333333333333
same_category_different_cve,146,mddc_strict,1500,215,0.14333333333333334
any_deranged,147,structural_only,1500,1246,0.8306666666666667
any_deranged,147,category_gate,1500,557,0.37133333333333335
any_deranged,147,mddc_strict,1500,100,0.06666666666666667
cross_category,147,structural_only,1500,1189,0.7926666666666666
cross_category,147,category_gate,1500,513,0.342
cross_category,147,mddc_strict,1500,81,0.054
same_category_different_cve,147,structural_only,1500,1226,0.8173333333333334
same_category_different_cve,147,category_gate,1500,985,0.6566666666666666
same_category_different_cve,147,mddc_strict,1500,247,0.16466666666666666
any_deranged,148,structural_only,1500,1220,0.8133333333333334
any_deranged,148,category_gate,1500,570,0.38
any_deranged,148,mddc_strict,1500,86,0.05733333333333333
cross_category,148,structural_only,1500,1185,0.79
cross_category,148,category_gate,1500,492,0.328
cross_category,148,mddc_strict,1500,96,0.064
same_category_different_cve,148,structural_only,1500,1233,0.822
same_category_different_cve,148,category_gate,1500,972,0.648
same_category_different_cve,148,mddc_strict,1500,215,0.14333333333333334
any_deranged,149,structural_only,1500,1208,0.8053333333333333
any_deranged,149,category_gate,1500,551,0.36733333333333335
any_deranged,149,mddc_strict,1500,102,0.068
cross_category,149,structural_only,1500,1206,0.804
cross_category,149,category_gate,1500,516,0.344
cross_category,149,mddc_strict,1500,95,0.06333333333333334
same_category_different_cve,149,structural_only,1500,1204,0.8026666666666666
same_category_different_cve,149,category_gate,1500,962,0.6413333333333333
same_category_different_cve,149,mddc_strict,1500,205,0.13666666666666666
any_deranged,150,structural_only,1500,1207,0.8046666666666666
any_deranged,150,category_gate,1500,547,0.36466666666666664
any_deranged,150,mddc_strict,1500,101,0.06733333333333333
cross_category,150,structural_only,1500,1224,0.816
cross_category,150,category_gate,1500,489,0.326
cross_category,150,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,150,structural_only,1500,1239,0.826
same_category_different_cve,150,category_gate,1500,1002,0.668
same_category_different_cve,150,mddc_strict,1500,202,0.13466666666666666
any_deranged,151,structural_only,1500,1234,0.8226666666666667
any_deranged,151,category_gate,1500,567,0.378
any_deranged,151,mddc_strict,1500,99,0.066
cross_category,151,structural_only,1500,1226,0.8173333333333334
cross_category,151,category_gate,1500,501,0.334
cross_category,151,mddc_strict,1500,80,0.05333333333333334
same_category_different_cve,151,structural_only,1500,1247,0.8313333333333334
same_category_different_cve,151,category_gate,1500,997,0.6646666666666666
same_category_different_cve,151,mddc_strict,1500,210,0.14
any_deranged,152,structural_only,1500,1236,0.824
any_deranged,152,category_gate,1500,556,0.37066666666666664
any_deranged,152,mddc_strict,1500,93,0.062
cross_category,152,structural_only,1500,1212,0.808
cross_category,152,category_gate,1500,534,0.356
cross_category,152,mddc_strict,1500,88,0.058666666666666666
same_category_different_cve,152,structural_only,1500,1248,0.832
same_category_different_cve,152,category_gate,1500,990,0.66
same_category_different_cve,152,mddc_strict,1500,223,0.14866666666666667
any_deranged,153,structural_only,1500,1211,0.8073333333333333
any_deranged,153,category_gate,1500,539,0.35933333333333334
any_deranged,153,mddc_strict,1500,93,0.062
cross_category,153,structural_only,1500,1194,0.796
cross_category,153,category_gate,1500,473,0.31533333333333335
cross_category,153,mddc_strict,1500,90,0.06
same_category_different_cve,153,structural_only,1500,1246,0.8306666666666667
same_category_different_cve,153,category_gate,1500,1001,0.6673333333333333
same_category_different_cve,153,mddc_strict,1500,230,0.15333333333333332
any_deranged,154,structural_only,1500,1203,0.802
any_deranged,154,category_gate,1500,542,0.36133333333333334
any_deranged,154,mddc_strict,1500,95,0.06333333333333334
cross_category,154,structural_only,1500,1199,0.7993333333333333
cross_category,154,category_gate,1500,521,0.3473333333333333
cross_category,154,mddc_strict,1500,91,0.06066666666666667
same_category_different_cve,154,structural_only,1500,1246,0.8306666666666667
same_category_different_cve,154,category_gate,1500,975,0.65
same_category_different_cve,154,mddc_strict,1500,215,0.14333333333333334
any_deranged,155,structural_only,1500,1227,0.818
any_deranged,155,category_gate,1500,565,0.37666666666666665
any_deranged,155,mddc_strict,1500,94,0.06266666666666666
cross_category,155,structural_only,1500,1205,0.8033333333333333
cross_category,155,category_gate,1500,550,0.36666666666666664
cross_category,155,mddc_strict,1500,84,0.056
same_category_different_cve,155,structural_only,1500,1235,0.8233333333333334
same_category_different_cve,155,category_gate,1500,982,0.6546666666666666
same_category_different_cve,155,mddc_strict,1500,212,0.14133333333333334
any_deranged,156,structural_only,1500,1235,0.8233333333333334
any_deranged,156,category_gate,1500,555,0.37
any_deranged,156,mddc_strict,1500,106,0.07066666666666667
cross_category,156,structural_only,1500,1215,0.81
cross_category,156,category_gate,1500,507,0.338
cross_category,156,mddc_strict,1500,80,0.05333333333333334
same_category_different_cve,156,structural_only,1500,1251,0.834
same_category_different_cve,156,category_gate,1500,997,0.6646666666666666
same_category_different_cve,156,mddc_strict,1500,213,0.142
any_deranged,157,structural_only,1500,1216,0.8106666666666666
any_deranged,157,category_gate,1500,554,0.36933333333333335
any_deranged,157,mddc_strict,1500,96,0.064
cross_category,157,structural_only,1500,1213,0.8086666666666666
cross_category,157,category_gate,1500,509,0.3393333333333333
cross_category,157,mddc_strict,1500,96,0.064
same_category_different_cve,157,structural_only,1500,1212,0.808
same_category_different_cve,157,category_gate,1500,962,0.6413333333333333
same_category_different_cve,157,mddc_strict,1500,205,0.13666666666666666
any_deranged,158,structural_only,1500,1232,0.8213333333333334
any_deranged,158,category_gate,1500,551,0.36733333333333335
any_deranged,158,mddc_strict,1500,102,0.068
cross_category,158,structural_only,1500,1200,0.8
cross_category,158,category_gate,1500,521,0.3473333333333333
cross_category,158,mddc_strict,1500,98,0.06533333333333333
same_category_different_cve,158,structural_only,1500,1231,0.8206666666666667
same_category_different_cve,158,category_gate,1500,992,0.6613333333333333
same_category_different_cve,158,mddc_strict,1500,198,0.132
any_deranged,159,structural_only,1500,1226,0.8173333333333334
any_deranged,159,category_gate,1500,543,0.362
any_deranged,159,mddc_strict,1500,95,0.06333333333333334
cross_category,159,structural_only,1500,1204,0.8026666666666666
cross_category,159,category_gate,1500,495,0.33
cross_category,159,mddc_strict,1500,99,0.066
same_category_different_cve,159,structural_only,1500,1223,0.8153333333333334
same_category_different_cve,159,category_gate,1500,948,0.632
same_category_different_cve,159,mddc_strict,1500,193,0.12866666666666668
any_deranged,160,structural_only,1500,1219,0.8126666666666666
any_deranged,160,category_gate,1500,535,0.3566666666666667
any_deranged,160,mddc_strict,1500,102,0.068
cross_category,160,structural_only,1500,1178,0.7853333333333333
cross_category,160,category_gate,1500,530,0.35333333333333333
cross_category,160,mddc_strict,1500,96,0.064
same_category_different_cve,160,structural_only,1500,1221,0.814
same_category_different_cve,160,category_gate,1500,980,0.6533333333333333
same_category_different_cve,160,mddc_strict,1500,179,0.11933333333333333
any_deranged,161,structural_only,1500,1228,0.8186666666666667
any_deranged,161,category_gate,1500,560,0.37333333333333335
any_deranged,161,mddc_strict,1500,108,0.072
cross_category,161,structural_only,1500,1195,0.7966666666666666
cross_category,161,category_gate,1500,518,0.3453333333333333
cross_category,161,mddc_strict,1500,95,0.06333333333333334
same_category_different_cve,161,structural_only,1500,1239,0.826
same_category_different_cve,161,category_gate,1500,995,0.6633333333333333
same_category_different_cve,161,mddc_strict,1500,210,0.14
any_deranged,162,structural_only,1500,1228,0.8186666666666667
any_deranged,162,category_gate,1500,551,0.36733333333333335
any_deranged,162,mddc_strict,1500,100,0.06666666666666667
cross_category,162,structural_only,1500,1174,0.7826666666666666
cross_category,162,category_gate,1500,483,0.322
cross_category,162,mddc_strict,1500,74,0.04933333333333333
same_category_different_cve,162,structural_only,1500,1250,0.8333333333333334
same_category_different_cve,162,category_gate,1500,1010,0.6733333333333333
same_category_different_cve,162,mddc_strict,1500,226,0.15066666666666667
any_deranged,163,structural_only,1500,1201,0.8006666666666666
any_deranged,163,category_gate,1500,544,0.3626666666666667
any_deranged,163,mddc_strict,1500,102,0.068
cross_category,163,structural_only,1500,1163,0.7753333333333333
cross_category,163,category_gate,1500,479,0.31933333333333336
cross_category,163,mddc_strict,1500,84,0.056
same_category_different_cve,163,structural_only,1500,1227,0.818
same_category_different_cve,163,category_gate,1500,985,0.6566666666666666
same_category_different_cve,163,mddc_strict,1500,220,0.14666666666666667
any_deranged,164,structural_only,1500,1230,0.82
any_deranged,164,category_gate,1500,552,0.368
any_deranged,164,mddc_strict,1500,100,0.06666666666666667
cross_category,164,structural_only,1500,1188,0.792
cross_category,164,category_gate,1500,522,0.348
cross_category,164,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,164,structural_only,1500,1218,0.812
same_category_different_cve,164,category_gate,1500,946,0.6306666666666667
same_category_different_cve,164,mddc_strict,1500,183,0.122
any_deranged,165,structural_only,1500,1196,0.7973333333333333
any_deranged,165,category_gate,1500,517,0.3446666666666667
any_deranged,165,mddc_strict,1500,101,0.06733333333333333
cross_category,165,structural_only,1500,1189,0.7926666666666666
cross_category,165,category_gate,1500,518,0.3453333333333333
cross_category,165,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,165,structural_only,1500,1224,0.816
same_category_different_cve,165,category_gate,1500,985,0.6566666666666666
same_category_different_cve,165,mddc_strict,1500,204,0.136
any_deranged,166,structural_only,1500,1230,0.82
any_deranged,166,category_gate,1500,540,0.36
any_deranged,166,mddc_strict,1500,98,0.06533333333333333
cross_category,166,structural_only,1500,1213,0.8086666666666666
cross_category,166,category_gate,1500,529,0.3526666666666667
cross_category,166,mddc_strict,1500,98,0.06533333333333333
same_category_different_cve,166,structural_only,1500,1229,0.8193333333333334
same_category_different_cve,166,category_gate,1500,997,0.6646666666666666
same_category_different_cve,166,mddc_strict,1500,218,0.14533333333333334
any_deranged,167,structural_only,1500,1223,0.8153333333333334
any_deranged,167,category_gate,1500,551,0.36733333333333335
any_deranged,167,mddc_strict,1500,122,0.08133333333333333
cross_category,167,structural_only,1500,1222,0.8146666666666667
cross_category,167,category_gate,1500,534,0.356
cross_category,167,mddc_strict,1500,98,0.06533333333333333
same_category_different_cve,167,structural_only,1500,1243,0.8286666666666667
same_category_different_cve,167,category_gate,1500,989,0.6593333333333333
same_category_different_cve,167,mddc_strict,1500,209,0.13933333333333334
any_deranged,168,structural_only,1500,1216,0.8106666666666666
any_deranged,168,category_gate,1500,576,0.384
any_deranged,168,mddc_strict,1500,118,0.07866666666666666
cross_category,168,structural_only,1500,1207,0.8046666666666666
cross_category,168,category_gate,1500,509,0.3393333333333333
cross_category,168,mddc_strict,1500,76,0.050666666666666665
same_category_different_cve,168,structural_only,1500,1260,0.84
same_category_different_cve,168,category_gate,1500,989,0.6593333333333333
same_category_different_cve,168,mddc_strict,1500,236,0.15733333333333333
any_deranged,169,structural_only,1500,1232,0.8213333333333334
any_deranged,169,category_gate,1500,567,0.378
any_deranged,169,mddc_strict,1500,96,0.064
cross_category,169,structural_only,1500,1215,0.81
cross_category,169,category_gate,1500,529,0.3526666666666667
cross_category,169,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,169,structural_only,1500,1244,0.8293333333333334
same_category_different_cve,169,category_gate,1500,979,0.6526666666666666
same_category_different_cve,169,mddc_strict,1500,212,0.14133333333333334
any_deranged,170,structural_only,1500,1200,0.8
any_deranged,170,category_gate,1500,533,0.35533333333333333
any_deranged,170,mddc_strict,1500,95,0.06333333333333334
cross_category,170,structural_only,1500,1181,0.7873333333333333
cross_category,170,category_gate,1500,480,0.32
cross_category,170,mddc_strict,1500,85,0.056666666666666664
same_category_different_cve,170,structural_only,1500,1243,0.8286666666666667
same_category_different_cve,170,category_gate,1500,988,0.6586666666666666
same_category_different_cve,170,mddc_strict,1500,194,0.12933333333333333
any_deranged,171,structural_only,1500,1228,0.8186666666666667
any_deranged,171,category_gate,1500,574,0.38266666666666665
any_deranged,171,mddc_strict,1500,94,0.06266666666666666
cross_category,171,structural_only,1500,1192,0.7946666666666666
cross_category,171,category_gate,1500,543,0.362
cross_category,171,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,171,structural_only,1500,1214,0.8093333333333333
