mode,trial,policy,n_pairs,false_admissions,false_admission_rate
same_category_different_cve,56,mddc_strict,1500,222,0.148
any_deranged,57,structural_only,1500,1209,0.806
any_deranged,57,category_gate,1500,522,0.348
any_deranged,57,mddc_strict,1500,93,0.062
cross_category,57,structural_only,1500,1208,0.8053333333333333
cross_category,57,category_gate,1500,519,0.346
cross_category,57,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,57,structural_only,1500,1265,0.8433333333333334
same_category_different_cve,57,category_gate,1500,1018,0.6786666666666666
same_category_different_cve,57,mddc_strict,1500,224,0.14933333333333335
any_deranged,58,structural_only,1500,1213,0.8086666666666666
any_deranged,58,category_gate,1500,489,0.326
any_deranged,58,mddc_strict,1500,82,0.05466666666666667
cross_category,58,structural_only,1500,1189,0.7926666666666666
cross_category,58,category_gate,1500,489,0.326
cross_category,58,mddc_strict,1500,83,0.05533333333333333
same_category_different_cve,58,structural_only,1500,1230,0.82
same_category_different_cve,58,category_gate,1500,970,0.6466666666666666
same_category_different_cve,58,mddc_strict,1500,202,0.13466666666666666
any_deranged,59,structural_only,1500,1221,0.814
any_deranged,59,category_gate,1500,520,0.3466666666666667
any_deranged,59,mddc_strict,1500,95,0.06333333333333334
cross_category,59,structural_only,1500,1207,0.8046666666666666
cross_category,59,category_gate,1500,475,0.31666666666666665
cross_category,59,mddc_strict,1500,100,0.06666666666666667
same_category_different_cve,59,structural_only,1500,1237,0.8246666666666667
same_category_different_cve,59,category_gate,1500,982,0.6546666666666666
same_category_different_cve,59,mddc_strict,1500,232,0.15466666666666667
any_deranged,60,structural_only,1500,1208,0.8053333333333333
any_deranged,60,category_gate,1500,537,0.358
any_deranged,60,mddc_strict,1500,106,0.07066666666666667
cross_category,60,structural_only,1500,1215,0.81
cross_category,60,category_gate,1500,492,0.328
cross_category,60,mddc_strict,1500,101,0.06733333333333333
same_category_different_cve,60,structural_only,1500,1213,0.8086666666666666
same_category_different_cve,60,category_gate,1500,983,0.6553333333333333
same_category_different_cve,60,mddc_strict,1500,184,0.12266666666666666
any_deranged,61,structural_only,1500,1232,0.8213333333333334
any_deranged,61,category_gate,1500,555,0.37
any_deranged,61,mddc_strict,1500,94,0.06266666666666666
cross_category,61,structural_only,1500,1173,0.782
cross_category,61,category_gate,1500,516,0.344
cross_category,61,mddc_strict,1500,91,0.06066666666666667
same_category_different_cve,61,structural_only,1500,1219,0.8126666666666666
same_category_different_cve,61,category_gate,1500,972,0.648
same_category_different_cve,61,mddc_strict,1500,205,0.13666666666666666
any_deranged,62,structural_only,1500,1237,0.8246666666666667
any_deranged,62,category_gate,1500,564,0.376
any_deranged,62,mddc_strict,1500,110,0.07333333333333333
cross_category,62,structural_only,1500,1194,0.796
cross_category,62,category_gate,1500,490,0.32666666666666666
cross_category,62,mddc_strict,1500,95,0.06333333333333334
same_category_different_cve,62,structural_only,1500,1237,0.8246666666666667
same_category_different_cve,62,category_gate,1500,986,0.6573333333333333
same_category_different_cve,62,mddc_strict,1500,209,0.13933333333333334
any_deranged,63,structural_only,1500,1243,0.8286666666666667
any_deranged,63,category_gate,1500,552,0.368
any_deranged,63,mddc_strict,1500,75,0.05
cross_category,63,structural_only,1500,1191,0.794
cross_category,63,category_gate,1500,515,0.3433333333333333
cross_category,63,mddc_strict,1500,104,0.06933333333333333
same_category_different_cve,63,structural_only,1500,1246,0.8306666666666667
same_category_different_cve,63,category_gate,1500,1002,0.668
same_category_different_cve,63,mddc_strict,1500,220,0.14666666666666667
any_deranged,64,structural_only,1500,1225,0.8166666666666667
any_deranged,64,category_gate,1500,558,0.372
any_deranged,64,mddc_strict,1500,103,0.06866666666666667
cross_category,64,structural_only,1500,1200,0.8
cross_category,64,category_gate,1500,521,0.3473333333333333
cross_category,64,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,64,structural_only,1500,1222,0.8146666666666667
same_category_different_cve,64,category_gate,1500,974,0.6493333333333333
same_category_different_cve,64,mddc_strict,1500,197,0.13133333333333333
any_deranged,65,structural_only,1500,1234,0.8226666666666667
any_deranged,65,category_gate,1500,589,0.39266666666666666
any_deranged,65,mddc_strict,1500,109,0.07266666666666667
cross_category,65,structural_only,1500,1172,0.7813333333333333
cross_category,65,category_gate,1500,488,0.3253333333333333
cross_category,65,mddc_strict,1500,92,0.06133333333333333
same_category_different_cve,65,structural_only,1500,1242,0.828
same_category_different_cve,65,category_gate,1500,995,0.6633333333333333
same_category_different_cve,65,mddc_strict,1500,203,0.13533333333333333
any_deranged,66,structural_only,1500,1229,0.8193333333333334
any_deranged,66,category_gate,1500,567,0.378
any_deranged,66,mddc_strict,1500,102,0.068
cross_category,66,structural_only,1500,1227,0.818
cross_category,66,category_gate,1500,542,0.36133333333333334
cross_category,66,mddc_strict,1500,96,0.064
same_category_different_cve,66,structural_only,1500,1219,0.8126666666666666
same_category_different_cve,66,category_gate,1500,965,0.6433333333333333
same_category_different_cve,66,mddc_strict,1500,198,0.132
any_deranged,67,structural_only,1500,1198,0.7986666666666666
any_deranged,67,category_gate,1500,524,0.34933333333333333
any_deranged,67,mddc_strict,1500,89,0.059333333333333335
cross_category,67,structural_only,1500,1190,0.7933333333333333
cross_category,67,category_gate,1500,489,0.326
cross_category,67,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,67,structural_only,1500,1220,0.8133333333333334
same_category_different_cve,67,category_gate,1500,970,0.6466666666666666
same_category_different_cve,67,mddc_strict,1500,222,0.148
any_deranged,68,structural_only,1500,1231,0.8206666666666667
any_deranged,68,category_gate,1500,527,0.35133333333333333
any_deranged,68,mddc_strict,1500,106,0.07066666666666667
cross_category,68,structural_only,1500,1208,0.8053333333333333
cross_category,68,category_gate,1500,514,0.3426666666666667
cross_category,68,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,68,structural_only,1500,1248,0.832
same_category_different_cve,68,category_gate,1500,971,0.6473333333333333
same_category_different_cve,68,mddc_strict,1500,195,0.13
any_deranged,69,structural_only,1500,1202,0.8013333333333333
any_deranged,69,category_gate,1500,530,0.35333333333333333
any_deranged,69,mddc_strict,1500,87,0.058
cross_category,69,structural_only,1500,1190,0.7933333333333333
cross_category,69,category_gate,1500,499,0.33266666666666667
cross_category,69,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,69,structural_only,1500,1244,0.8293333333333334
same_category_different_cve,69,category_gate,1500,1010,0.6733333333333333
same_category_different_cve,69,mddc_strict,1500,214,0.14266666666666666
any_deranged,70,structural_only,1500,1219,0.8126666666666666
any_deranged,70,category_gate,1500,529,0.3526666666666667
any_deranged,70,mddc_strict,1500,110,0.07333333333333333
cross_category,70,structural_only,1500,1193,0.7953333333333333
cross_category,70,category_gate,1500,537,0.358
cross_category,70,mddc_strict,1500,108,0.072
same_category_different_cve,70,structural_only,1500,1244,0.8293333333333334
same_category_different_cve,70,category_gate,1500,997,0.6646666666666666
same_category_different_cve,70,mddc_strict,1500,203,0.13533333333333333
any_deranged,71,structural_only,1500,1189,0.7926666666666666
any_deranged,71,category_gate,1500,511,0.3406666666666667
any_deranged,71,mddc_strict,1500,95,0.06333333333333334
cross_category,71,structural_only,1500,1184,0.7893333333333333
cross_category,71,category_gate,1500,519,0.346
cross_category,71,mddc_strict,1500,92,0.06133333333333333
same_category_different_cve,71,structural_only,1500,1246,0.8306666666666667
same_category_different_cve,71,category_gate,1500,973,0.6486666666666666
same_category_different_cve,71,mddc_strict,1500,206,0.13733333333333334
any_deranged,72,structural_only,1500,1220,0.8133333333333334
any_deranged,72,category_gate,1500,562,0.37466666666666665
any_deranged,72,mddc_strict,1500,95,0.06333333333333334
cross_category,72,structural_only,1500,1213,0.8086666666666666
cross_category,72,category_gate,1500,509,0.3393333333333333
cross_category,72,mddc_strict,1500,100,0.06666666666666667
same_category_different_cve,72,structural_only,1500,1255,0.8366666666666667
same_category_different_cve,72,category_gate,1500,999,0.666
same_category_different_cve,72,mddc_strict,1500,192,0.128
any_deranged,73,structural_only,1500,1228,0.8186666666666667
any_deranged,73,category_gate,1500,554,0.36933333333333335
any_deranged,73,mddc_strict,1500,92,0.06133333333333333
cross_category,73,structural_only,1500,1182,0.788
cross_category,73,category_gate,1500,507,0.338
cross_category,73,mddc_strict,1500,111,0.074
same_category_different_cve,73,structural_only,1500,1237,0.8246666666666667
same_category_different_cve,73,category_gate,1500,963,0.642
same_category_different_cve,73,mddc_strict,1500,204,0.136
any_deranged,74,structural_only,1500,1218,0.812
any_deranged,74,category_gate,1500,535,0.3566666666666667
any_deranged,74,mddc_strict,1500,88,0.058666666666666666
cross_category,74,structural_only,1500,1228,0.8186666666666667
cross_category,74,category_gate,1500,513,0.342
cross_category,74,mddc_strict,1500,87,0.058
same_category_different_cve,74,structural_only,1500,1258,0.8386666666666667
same_category_different_cve,74,category_gate,1500,1001,0.6673333333333333
same_category_different_cve,74,mddc_strict,1500,215,0.14333333333333334
any_deranged,75,structural_only,1500,1241,0.8273333333333334
any_deranged,75,category_gate,1500,571,0.38066666666666665
any_deranged,75,mddc_strict,1500,108,0.072
cross_category,75,structural_only,1500,1182,0.788
cross_category,75,category_gate,1500,505,0.33666666666666667
cross_category,75,mddc_strict,1500,87,0.058
same_category_different_cve,75,structural_only,1500,1230,0.82
same_category_different_cve,75,category_gate,1500,979,0.6526666666666666
same_category_different_cve,75,mddc_strict,1500,215,0.14333333333333334
any_deranged,76,structural_only,1500,1218,0.812
any_deranged,76,category_gate,1500,548,0.36533333333333334
any_deranged,76,mddc_strict,1500,103,0.06866666666666667
cross_category,76,structural_only,1500,1205,0.8033333333333333
cross_category,76,category_gate,1500,510,0.34
cross_category,76,mddc_strict,1500,114,0.076
same_category_different_cve,76,structural_only,1500,1222,0.8146666666666667
same_category_different_cve,76,category_gate,1500,996,0.664
same_category_different_cve,76,mddc_strict,1500,216,0.144
any_deranged,77,structural_only,1500,1243,0.8286666666666667
any_deranged,77,category_gate,1500,550,0.36666666666666664
any_deranged,77,mddc_strict,1500,99,0.066
cross_category,77,structural_only,1500,1182,0.788
cross_category,77,category_gate,1500,475,0.31666666666666665
cross_category,77,mddc_strict,1500,83,0.05533333333333333
same_category_different_cve,77,structural_only,1500,1243,0.8286666666666667
same_category_different_cve,77,category_gate,1500,985,0.6566666666666666
same_category_different_cve,77,mddc_strict,1500,191,0.12733333333333333
any_deranged,78,structural_only,1500,1220,0.8133333333333334
any_deranged,78,category_gate,1500,524,0.34933333333333333
any_deranged,78,mddc_strict,1500,94,0.06266666666666666
cross_category,78,structural_only,1500,1183,0.7886666666666666
cross_category,78,category_gate,1500,495,0.33
cross_category,78,mddc_strict,1500,93,0.062
same_category_different_cve,78,structural_only,1500,1224,0.816
same_category_different_cve,78,category_gate,1500,988,0.6586666666666666
same_category_different_cve,78,mddc_strict,1500,222,0.148
any_deranged,79,structural_only,1500,1228,0.8186666666666667
any_deranged,79,category_gate,1500,561,0.374
any_deranged,79,mddc_strict,1500,103,0.06866666666666667
cross_category,79,structural_only,1500,1199,0.7993333333333333
cross_category,79,category_gate,1500,524,0.34933333333333333
cross_category,79,mddc_strict,1500,93,0.062
same_category_different_cve,79,structural_only,1500,1229,0.8193333333333334
same_category_different_cve,79,category_gate,1500,961,0.6406666666666667
same_category_different_cve,79,mddc_strict,1500,190,0.12666666666666668
any_deranged,80,structural_only,1500,1201,0.8006666666666666
any_deranged,80,category_gate,1500,561,0.374
any_deranged,80,mddc_strict,1500,106,0.07066666666666667
cross_category,80,structural_only,1500,1188,0.792
cross_category,80,category_gate,1500,506,0.3373333333333333
cross_category,80,mddc_strict,1500,96,0.064
same_category_different_cve,80,structural_only,1500,1229,0.8193333333333334
same_category_different_cve,80,category_gate,1500,974,0.6493333333333333
same_category_different_cve,80,mddc_strict,1500,204,0.136
any_deranged,81,structural_only,1500,1217,0.8113333333333334
any_deranged,81,category_gate,1500,531,0.354
any_deranged,81,mddc_strict,1500,93,0.062
cross_category,81,structural_only,1500,1208,0.8053333333333333
cross_category,81,category_gate,1500,518,0.3453333333333333
cross_category,81,mddc_strict,1500,82,0.05466666666666667
same_category_different_cve,81,structural_only,1500,1209,0.806
same_category_different_cve,81,category_gate,1500,952,0.6346666666666667
same_category_different_cve,81,mddc_strict,1500,186,0.124
any_deranged,82,structural_only,1500,1239,0.826
any_deranged,82,category_gate,1500,566,0.37733333333333335
any_deranged,82,mddc_strict,1500,121,0.08066666666666666
cross_category,82,structural_only,1500,1211,0.8073333333333333
cross_category,82,category_gate,1500,500,0.3333333333333333
cross_category,82,mddc_strict,1500,107,0.07133333333333333
same_category_different_cve,82,structural_only,1500,1220,0.8133333333333334
same_category_different_cve,82,category_gate,1500,977,0.6513333333333333
same_category_different_cve,82,mddc_strict,1500,199,0.13266666666666665
any_deranged,83,structural_only,1500,1218,0.812
any_deranged,83,category_gate,1500,556,0.37066666666666664
any_deranged,83,mddc_strict,1500,106,0.07066666666666667
cross_category,83,structural_only,1500,1208,0.8053333333333333
cross_category,83,category_gate,1500,506,0.3373333333333333
cross_category,83,mddc_strict,1500,99,0.066
same_category_different_cve,83,structural_only,1500,1225,0.8166666666666667
same_category_different_cve,83,category_gate,1500,985,0.6566666666666666
same_category_different_cve,83,mddc_strict,1500,206,0.13733333333333334
any_deranged,84,structural_only,1500,1205,0.8033333333333333
any_deranged,84,category_gate,1500,518,0.3453333333333333
any_deranged,84,mddc_strict,1500,90,0.06
cross_category,84,structural_only,1500,1193,0.7953333333333333
cross_category,84,category_gate,1500,489,0.326
cross_category,84,mddc_strict,1500,87,0.058
same_category_different_cve,84,structural_only,1500,1215,0.81
same_category_different_cve,84,category_gate,1500,948,0.632
same_category_different_cve,84,mddc_strict,1500,196,0.13066666666666665
any_deranged,85,structural_only,1500,1236,0.824
any_deranged,85,category_gate,1500,547,0.36466666666666664
any_deranged,85,mddc_strict,1500,93,0.062
cross_category,85,structural_only,1500,1179,0.786
cross_category,85,category_gate,1500,466,0.31066666666666665
cross_category,85,mddc_strict,1500,82,0.05466666666666667
same_category_different_cve,85,structural_only,1500,1195,0.7966666666666666
same_category_different_cve,85,category_gate,1500,929,0.6193333333333333
same_category_different_cve,85,mddc_strict,1500,197,0.13133333333333333
any_deranged,86,structural_only,1500,1239,0.826
any_deranged,86,category_gate,1500,577,0.38466666666666666
any_deranged,86,mddc_strict,1500,104,0.06933333333333333
cross_category,86,structural_only,1500,1212,0.808
cross_category,86,category_gate,1500,491,0.3273333333333333
cross_category,86,mddc_strict,1500,83,0.05533333333333333
same_category_different_cve,86,structural_only,1500,1241,0.8273333333333334
same_category_different_cve,86,category_gate,1500,984,0.656
same_category_different_cve,86,mddc_strict,1500,201,0.134
any_deranged,87,structural_only,1500,1224,0.816
any_deranged,87,category_gate,1500,540,0.36
any_deranged,87,mddc_strict,1500,114,0.076
cross_category,87,structural_only,1500,1190,0.7933333333333333
cross_category,87,category_gate,1500,489,0.326
cross_category,87,mddc_strict,1500,93,0.062
same_category_different_cve,87,structural_only,1500,1241,0.8273333333333334
same_category_different_cve,87,category_gate,1500,1003,0.6686666666666666
same_category_different_cve,87,mddc_strict,1500,220,0.14666666666666667
any_deranged,88,structural_only,1500,1212,0.808
any_deranged,88,category_gate,1500,530,0.35333333333333333
any_deranged,88,mddc_strict,1500,117,0.078
cross_category,88,structural_only,1500,1193,0.7953333333333333
cross_category,88,category_gate,1500,508,0.33866666666666667
cross_category,88,mddc_strict,1500,104,0.06933333333333333
same_category_different_cve,88,structural_only,1500,1227,0.818
same_category_different_cve,88,category_gate,1500,961,0.6406666666666667
same_category_different_cve,88,mddc_strict,1500,179,0.11933333333333333
any_deranged,89,structural_only,1500,1209,0.806
any_deranged,89,category_gate,1500,524,0.34933333333333333
any_deranged,89,mddc_strict,1500,95,0.06333333333333334
cross_category,89,structural_only,1500,1182,0.788
cross_category,89,category_gate,1500,497,0.3313333333333333
cross_category,89,mddc_strict,1500,93,0.062
same_category_different_cve,89,structural_only,1500,1215,0.81
same_category_different_cve,89,category_gate,1500,955,0.6366666666666667
same_category_different_cve,89,mddc_strict,1500,213,0.142
any_deranged,90,structural_only,1500,1178,0.7853333333333333
any_deranged,90,category_gate,1500,508,0.33866666666666667
any_deranged,90,mddc_strict,1500,95,0.06333333333333334
cross_category,90,structural_only,1500,1216,0.8106666666666666
cross_category,90,category_gate,1500,479,0.31933333333333336
cross_category,90,mddc_strict,1500,78,0.052
same_category_different_cve,90,structural_only,1500,1227,0.818
same_category_different_cve,90,category_gate,1500,963,0.642
same_category_different_cve,90,mddc_strict,1500,219,0.146
any_deranged,91,structural_only,1500,1194,0.796
any_deranged,91,category_gate,1500,545,0.36333333333333334
any_deranged,91,mddc_strict,1500,111,0.074
cross_category,91,structural_only,1500,1181,0.7873333333333333
cross_category,91,category_gate,1500,480,0.32
cross_category,91,mddc_strict,1500,82,0.05466666666666667
same_category_different_cve,91,structural_only,1500,1212,0.808
same_category_different_cve,91,category_gate,1500,951,0.634
same_category_different_cve,91,mddc_strict,1500,199,0.13266666666666665
any_deranged,92,structural_only,1500,1231,0.8206666666666667
any_deranged,92,category_gate,1500,554,0.36933333333333335
any_deranged,92,mddc_strict,1500,115,0.07666666666666666
cross_category,92,structural_only,1500,1205,0.8033333333333333
cross_category,92,category_gate,1500,535,0.3566666666666667
cross_category,92,mddc_strict,1500,87,0.058
same_category_different_cve,92,structural_only,1500,1221,0.814
same_category_different_cve,92,category_gate,1500,948,0.632
same_category_different_cve,92,mddc_strict,1500,193,0.12866666666666668
any_deranged,93,structural_only,1500,1229,0.8193333333333334
any_deranged,93,category_gate,1500,579,0.386
any_deranged,93,mddc_strict,1500,122,0.08133333333333333
cross_category,93,structural_only,1500,1193,0.7953333333333333
cross_category,93,category_gate,1500,525,0.35
cross_category,93,mddc_strict,1500,80,0.05333333333333334
same_category_different_cve,93,structural_only,1500,1235,0.8233333333333334
same_category_different_cve,93,category_gate,1500,966,0.644
same_category_different_cve,93,mddc_strict,1500,220,0.14666666666666667
any_deranged,94,structural_only,1500,1247,0.8313333333333334
any_deranged,94,category_gate,1500,556,0.37066666666666664
any_deranged,94,mddc_strict,1500,102,0.068
cross_category,94,structural_only,1500,1184,0.7893333333333333
cross_category,94,category_gate,1500,499,0.33266666666666667
cross_category,94,mddc_strict,1500,99,0.066
same_category_different_cve,94,structural_only,1500,1229,0.8193333333333334
same_category_different_cve,94,category_gate,1500,969,0.646
same_category_different_cve,94,mddc_strict,1500,199,0.13266666666666665
any_deranged,95,structural_only,1500,1235,0.8233333333333334
any_deranged,95,category_gate,1500,554,0.36933333333333335
any_deranged,95,mddc_strict,1500,111,0.074
cross_category,95,structural_only,1500,1208,0.8053333333333333
cross_category,95,category_gate,1500,521,0.3473333333333333
cross_category,95,mddc_strict,1500,90,0.06
same_category_different_cve,95,structural_only,1500,1233,0.822
same_category_different_cve,95,category_gate,1500,985,0.6566666666666666
same_category_different_cve,95,mddc_strict,1500,194,0.12933333333333333
any_deranged,96,structural_only,1500,1232,0.8213333333333334
any_deranged,96,category_gate,1500,550,0.36666666666666664
any_deranged,96,mddc_strict,1500,107,0.07133333333333333
cross_category,96,structural_only,1500,1189,0.7926666666666666
cross_category,96,category_gate,1500,489,0.326
cross_category,96,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,96,structural_only,1500,1239,0.826
same_category_different_cve,96,category_gate,1500,982,0.6546666666666666
same_category_different_cve,96,mddc_strict,1500,195,0.13
any_deranged,97,structural_only,1500,1205,0.8033333333333333
any_deranged,97,category_gate,1500,526,0.3506666666666667
any_deranged,97,mddc_strict,1500,94,0.06266666666666666
cross_category,97,structural_only,1500,1177,0.7846666666666666
cross_category,97,category_gate,1500,493,0.32866666666666666
cross_category,97,mddc_strict,1500,80,0.05333333333333334
same_category_different_cve,97,structural_only,1500,1232,0.8213333333333334
same_category_different_cve,97,category_gate,1500,974,0.6493333333333333
same_category_different_cve,97,mddc_strict,1500,193,0.12866666666666668
any_deranged,98,structural_only,1500,1201,0.8006666666666666
any_deranged,98,category_gate,1500,538,0.3586666666666667
any_deranged,98,mddc_strict,1500,87,0.058
cross_category,98,structural_only,1500,1191,0.794
cross_category,98,category_gate,1500,526,0.3506666666666667
cross_category,98,mddc_strict,1500,93,0.062
same_category_different_cve,98,structural_only,1500,1243,0.8286666666666667
same_category_different_cve,98,category_gate,1500,971,0.6473333333333333
same_category_different_cve,98,mddc_strict,1500,200,0.13333333333333333
any_deranged,99,structural_only,1500,1222,0.8146666666666667
any_deranged,99,category_gate,1500,542,0.36133333333333334
any_deranged,99,mddc_strict,1500,95,0.06333333333333334
cross_category,99,structural_only,1500,1218,0.812
cross_category,99,category_gate,1500,534,0.356
cross_category,99,mddc_strict,1500,104,0.06933333333333333
same_category_different_cve,99,structural_only,1500,1230,0.82
same_category_different_cve,99,category_gate,1500,973,0.6486666666666666
same_category_different_cve,99,mddc_strict,1500,199,0.13266666666666665
any_deranged,100,structural_only,1500,1231,0.8206666666666667
any_deranged,100,category_gate,1500,562,0.37466666666666665
any_deranged,100,mddc_strict,1500,112,0.07466666666666667
cross_category,100,structural_only,1500,1222,0.8146666666666667
cross_category,100,category_gate,1500,523,0.3486666666666667
cross_category,100,mddc_strict,1500,82,0.05466666666666667
same_category_different_cve,100,structural_only,1500,1249,0.8326666666666667
same_category_different_cve,100,category_gate,1500,990,0.66
same_category_different_cve,100,mddc_strict,1500,215,0.14333333333333334
any_deranged,101,structural_only,1500,1228,0.8186666666666667
any_deranged,101,category_gate,1500,530,0.35333333333333333
any_deranged,101,mddc_strict,1500,95,0.06333333333333334
cross_category,101,structural_only,1500,1196,0.7973333333333333
cross_category,101,category_gate,1500,472,0.31466666666666665
cross_category,101,mddc_strict,1500,84,0.056
same_category_different_cve,101,structural_only,1500,1244,0.8293333333333334
same_category_different_cve,101,category_gate,1500,969,0.646
same_category_different_cve,101,mddc_strict,1500,193,0.12866666666666668
any_deranged,102,structural_only,1500,1230,0.82
any_deranged,102,category_gate,1500,544,0.3626666666666667
any_deranged,102,mddc_strict,1500,111,0.074
cross_category,102,structural_only,1500,1219,0.8126666666666666
cross_category,102,category_gate,1500,535,0.3566666666666667
cross_category,102,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,102,structural_only,1500,1236,0.824
same_category_different_cve,102,category_gate,1500,964,0.6426666666666667
same_category_different_cve,102,mddc_strict,1500,201,0.134
any_deranged,103,structural_only,1500,1203,0.802
any_deranged,103,category_gate,1500,517,0.3446666666666667
any_deranged,103,mddc_strict,1500,84,0.056
cross_category,103,structural_only,1500,1202,0.8013333333333333
cross_category,103,category_gate,1500,504,0.336
cross_category,103,mddc_strict,1500,85,0.056666666666666664
same_category_different_cve,103,structural_only,1500,1238,0.8253333333333334
same_category_different_cve,103,category_gate,1500,970,0.6466666666666666
same_category_different_cve,103,mddc_strict,1500,197,0.13133333333333333
any_deranged,104,structural_only,1500,1214,0.8093333333333333
any_deranged,104,category_gate,1500,545,0.36333333333333334
any_deranged,104,mddc_strict,1500,95,0.06333333333333334
cross_category,104,structural_only,1500,1182,0.788
cross_category,104,category_gate,1500,498,0.332
cross_category,104,mddc_strict,1500,90,0.06
same_category_different_cve,104,structural_only,1500,1244,0.8293333333333334
same_category_different_cve,104,category_gate,1500,980,0.6533333333333333
same_category_different_cve,104,mddc_strict,1500,203,0.13533333333333333
any_deranged,105,structural_only,1500,1220,0.8133333333333334
any_deranged,105,category_gate,1500,553,0.36866666666666664
any_deranged,105,mddc_strict,1500,103,0.06866666666666667
cross_category,105,structural_only,1500,1185,0.79
cross_category,105,category_gate,1500,483,0.322
cross_category,105,mddc_strict,1500,97,0.06466666666666666
same_category_different_cve,105,structural_only,1500,1263,0.842
same_category_different_cve,105,category_gate,1500,1001,0.6673333333333333
same_category_different_cve,105,mddc_strict,1500,215,0.14333333333333334
any_deranged,106,structural_only,1500,1218,0.812
any_deranged,106,category_gate,1500,545,0.36333333333333334
any_deranged,106,mddc_strict,1500,102,0.068
cross_category,106,structural_only,1500,1184,0.7893333333333333
cross_category,106,category_gate,1500,520,0.3466666666666667
cross_category,106,mddc_strict,1500,93,0.062
same_category_different_cve,106,structural_only,1500,1258,0.8386666666666667
same_category_different_cve,106,category_gate,1500,991,0.6606666666666666
same_category_different_cve,106,mddc_strict,1500,177,0.118
any_deranged,107,structural_only,1500,1203,0.802
any_deranged,107,category_gate,1500,536,0.35733333333333334
any_deranged,107,mddc_strict,1500,95,0.06333333333333334
cross_category,107,structural_only,1500,1187,0.7913333333333333
cross_category,107,category_gate,1500,508,0.33866666666666667
cross_category,107,mddc_strict,1500,97,0.06466666666666666
same_category_different_cve,107,structural_only,1500,1239,0.826
same_category_different_cve,107,category_gate,1500,994,0.6626666666666666
same_category_different_cve,107,mddc_strict,1500,234,0.156
any_deranged,108,structural_only,1500,1217,0.8113333333333334
any_deranged,108,category_gate,1500,555,0.37
any_deranged,108,mddc_strict,1500,107,0.07133333333333333
cross_category,108,structural_only,1500,1197,0.798
cross_category,108,category_gate,1500,498,0.332
cross_category,108,mddc_strict,1500,88,0.058666666666666666
same_category_different_cve,108,structural_only,1500,1235,0.8233333333333334
same_category_different_cve,108,category_gate,1500,999,0.666
same_category_different_cve,108,mddc_strict,1500,207,0.138
any_deranged,109,structural_only,1500,1217,0.8113333333333334
any_deranged,109,category_gate,1500,576,0.384
any_deranged,109,mddc_strict,1500,115,0.07666666666666666
cross_category,109,structural_only,1500,1190,0.7933333333333333
cross_category,109,category_gate,1500,502,0.33466666666666667
cross_category,109,mddc_strict,1500,84,0.056
same_category_different_cve,109,structural_only,1500,1210,0.8066666666666666
same_category_different_cve,109,category_gate,1500,957,0.638
same_category_different_cve,109,mddc_strict,1500,201,0.134
any_deranged,110,structural_only,1500,1221,0.814
any_deranged,110,category_gate,1500,546,0.364
any_deranged,110,mddc_strict,1500,101,0.06733333333333333
cross_category,110,structural_only,1500,1210,0.8066666666666666
cross_category,110,category_gate,1500,507,0.338
cross_category,110,mddc_strict,1500,106,0.07066666666666667
same_category_different_cve,110,structural_only,1500,1192,0.7946666666666666
same_category_different_cve,110,category_gate,1500,940,0.6266666666666667
same_category_different_cve,110,mddc_strict,1500,214,0.14266666666666666
any_deranged,111,structural_only,1500,1207,0.8046666666666666
any_deranged,111,category_gate,1500,528,0.352
any_deranged,111,mddc_strict,1500,92,0.06133333333333333
cross_category,111,structural_only,1500,1197,0.798
cross_category,111,category_gate,1500,500,0.3333333333333333
cross_category,111,mddc_strict,1500,99,0.066
same_category_different_cve,111,structural_only,1500,1260,0.84
same_category_different_cve,111,category_gate,1500,1019,0.6793333333333333
same_category_different_cve,111,mddc_strict,1500,226,0.15066666666666667
any_deranged,112,structural_only,1500,1223,0.8153333333333334
any_deranged,112,category_gate,1500,586,0.39066666666666666
any_deranged,112,mddc_strict,1500,104,0.06933333333333333
cross_category,112,structural_only,1500,1197,0.798
cross_category,112,category_gate,1500,505,0.33666666666666667
cross_category,112,mddc_strict,1500,106,0.07066666666666667
same_category_different_cve,112,structural_only,1500,1226,0.8173333333333334
same_category_different_cve,112,category_gate,1500,977,0.6513333333333333
same_category_different_cve,112,mddc_strict,1500,211,0.14066666666666666
any_deranged,113,structural_only,1500,1228,0.8186666666666667
any_deranged,113,category_gate,1500,512,0.3413333333333333
any_deranged,113,mddc_strict,1500,94,0.06266666666666666
cross_category,113,structural_only,1500,1174,0.7826666666666666
cross_category,113,category_gate,1500,496,0.33066666666666666
cross_category,113,mddc_strict,1500,99,0.066
same_category_different_cve,113,structural_only,1500,1214,0.8093333333333333
same_category_different_cve,113,category_gate,1500,951,0.634
same_category_different_cve,113,mddc_strict,1500,184,0.12266666666666666
any_deranged,114,structural_only,1500,1244,0.8293333333333334
any_deranged,114,category_gate,1500,572,0.38133333333333336
any_deranged,114,mddc_strict,1500,118,0.07866666666666666
