dataset,false_cost,miss_cost,review_cost,alpha,selected_policy,selected_policy_label,threshold,recall,false_admission_rate,precision,review_rate,utility
BigVul,3.0,0.25,0.1,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.353865282443351
BigVul,3.0,0.25,0.1,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.353865282443351
BigVul,3.0,0.25,0.2,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.33114166596973454
BigVul,3.0,0.25,0.2,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.33114166596973454
BigVul,3.0,0.25,0.2,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.33114166596973454
BigVul,3.0,0.25,0.2,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.33114166596973454
BigVul,3.0,0.25,0.2,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.33114166596973454
BigVul,3.0,0.5,0.0,0.05,coverage_only,Coverage only,0.1590909090909091,0.6164259927797834,0.049375,0.8736808442596738,0.251528314028314,0.27651398916967507
BigVul,3.0,0.5,0.0,0.1,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.2819142599277979
BigVul,3.0,0.5,0.0,0.15,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.2819142599277979
BigVul,3.0,0.5,0.0,0.2,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.2819142599277979
BigVul,3.0,0.5,0.0,0.3,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.2819142599277979
BigVul,3.0,0.5,0.02,0.05,coverage_only,Coverage only,0.1590909090909091,0.6164259927797834,0.049375,0.8736808442596738,0.251528314028314,0.27148342288910876
BigVul,3.0,0.5,0.02,0.1,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.27654263830617626
BigVul,3.0,0.5,0.02,0.15,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.27654263830617626
BigVul,3.0,0.5,0.02,0.2,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.27654263830617626
BigVul,3.0,0.5,0.02,0.3,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.27654263830617626
BigVul,3.0,0.5,0.05,0.05,coverage_only,Coverage only,0.1621621621621621,0.6103339350180506,0.046375,0.8793888166449935,0.2474259974259974,0.26400460265577597
BigVul,3.0,0.5,0.05,0.1,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.26848520587374386
BigVul,3.0,0.5,0.05,0.15,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.26848520587374386
BigVul,3.0,0.5,0.05,0.2,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.26848520587374386
BigVul,3.0,0.5,0.05,0.3,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.26848520587374386
BigVul,3.0,0.5,0.1,0.05,coverage_only,Coverage only,0.1621621621621621,0.6103339350180506,0.046375,0.8793888166449935,0.2474259974259974,0.2516333027844761
BigVul,3.0,0.5,0.1,0.1,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.25513562879537616
BigVul,3.0,0.5,0.1,0.15,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.25513562879537616
BigVul,3.0,0.5,0.1,0.2,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.25513562879537616
BigVul,3.0,0.5,0.1,0.3,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.25513562879537616
BigVul,3.0,0.5,0.2,0.05,coverage_only,Coverage only,0.1621621621621621,0.6103339350180506,0.046375,0.8793888166449935,0.2474259974259974,0.22689070304187636
BigVul,3.0,0.5,0.2,0.1,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.2292829904427378
BigVul,3.0,0.5,0.2,0.15,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.2292829904427378
BigVul,3.0,0.5,0.2,0.2,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.2292829904427378
BigVul,3.0,0.5,0.2,0.3,coverage_only,Coverage only,0.1555555555555555,0.628158844765343,0.05375,0.866210329807094,0.2585263835263835,0.2292829904427378
BigVul,3.0,1.0,0.0,0.05,coverage_only,Coverage only,0.1590909090909091,0.6164259927797834,0.049375,0.8736808442596738,0.251528314028314,0.08472698555956676
BigVul,3.0,1.0,0.0,0.1,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.1037238267148014
BigVul,3.0,1.0,0.0,0.15,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.1037238267148014
BigVul,3.0,1.0,0.0,0.2,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.1037238267148014
BigVul,3.0,1.0,0.0,0.3,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.1037238267148014
BigVul,3.0,1.0,0.02,0.05,coverage_only,Coverage only,0.1590909090909091,0.6164259927797834,0.049375,0.8736808442596738,0.251528314028314,0.07969641927900048
BigVul,3.0,1.0,0.02,0.1,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09829268128365598
BigVul,3.0,1.0,0.02,0.15,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09829268128365598
BigVul,3.0,1.0,0.02,0.2,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09829268128365598
BigVul,3.0,1.0,0.02,0.3,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09829268128365598
BigVul,3.0,1.0,0.05,0.05,coverage_only,Coverage only,0.1590909090909091,0.6164259927797834,0.049375,0.8736808442596738,0.251528314028314,0.07215056985815106
BigVul,3.0,1.0,0.05,0.1,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09014596313693783
BigVul,3.0,1.0,0.05,0.15,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09014596313693783
BigVul,3.0,1.0,0.05,0.2,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09014596313693783
BigVul,3.0,1.0,0.05,0.3,coverage_only,Coverage only,0.1470588235294117,0.6471119133574007,0.0635,0.8495260663507109,0.2715572715572715,0.09014596313693783
BigVul,3.0,1.0,0.1,0.05,coverage_only,Coverage only,0.1590909090909091,0.6164259927797834,0.049375,0.8736808442596738,0.251528314028314,0.05957415415673536
BigVul,3.0,1.0,0.1,0.1,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.07669423846228908
BigVul,3.0,1.0,0.1,0.15,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.07669423846228908
BigVul,3.0,1.0,0.1,0.2,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.07669423846228908
BigVul,3.0,1.0,0.1,0.3,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.07669423846228908
BigVul,3.0,1.0,0.2,0.05,coverage_only,Coverage only,0.1590909090909091,0.6164259927797834,0.049375,0.8736808442596738,0.251528314028314,0.03442132275390396
BigVul,3.0,1.0,0.2,0.1,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.04983613035418097
BigVul,3.0,1.0,0.2,0.15,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.04983613035418097
BigVul,3.0,1.0,0.2,0.2,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.04983613035418097
BigVul,3.0,1.0,0.2,0.3,coverage_only,Coverage only,0.15,0.6432761732851986,0.061,0.8538484576220425,0.2685810810810811,0.04983613035418097
BigVul,5.0,0.0,0.0,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4263583032490975
BigVul,5.0,0.0,0.0,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4263583032490975
BigVul,5.0,0.0,0.0,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4263583032490975
BigVul,5.0,0.0,0.0,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4263583032490975
BigVul,5.0,0.0,0.0,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4263583032490975
BigVul,5.0,0.0,0.02,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.42214176528255953
BigVul,5.0,0.0,0.02,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.42214176528255953
BigVul,5.0,0.0,0.02,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.42214176528255953
BigVul,5.0,0.0,0.02,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.42214176528255953
BigVul,5.0,0.0,0.02,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.42214176528255953
BigVul,5.0,0.0,0.05,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4158169583327526
BigVul,5.0,0.0,0.05,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4158169583327526
BigVul,5.0,0.0,0.05,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4158169583327526
BigVul,5.0,0.0,0.05,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4158169583327526
BigVul,5.0,0.0,0.05,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.4158169583327526
BigVul,5.0,0.0,0.1,0.05,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.4053571544726779
BigVul,5.0,0.0,0.1,0.1,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.4053571544726779
BigVul,5.0,0.0,0.1,0.15,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.4053571544726779
BigVul,5.0,0.0,0.1,0.2,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.4053571544726779
BigVul,5.0,0.0,0.1,0.3,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.4053571544726779
BigVul,5.0,0.0,0.2,0.05,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.38552929089481436
BigVul,5.0,0.0,0.2,0.1,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.38552929089481436
BigVul,5.0,0.0,0.2,0.15,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.38552929089481436
BigVul,5.0,0.0,0.2,0.2,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.38552929089481436
BigVul,5.0,0.0,0.2,0.3,coverage_only,Coverage only,0.2045454545454545,0.5214350180505415,0.01925,0.937525354969574,0.1982786357786357,0.38552929089481436
BigVul,5.0,0.1,0.0,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3811191335740073
BigVul,5.0,0.1,0.0,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3811191335740073
BigVul,5.0,0.1,0.0,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3811191335740073
BigVul,5.0,0.1,0.0,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3811191335740073
BigVul,5.0,0.1,0.0,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3811191335740073
BigVul,5.0,0.1,0.02,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3769025956074693
BigVul,5.0,0.1,0.02,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3769025956074693
BigVul,5.0,0.1,0.02,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3769025956074693
BigVul,5.0,0.1,0.02,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3769025956074693
BigVul,5.0,0.1,0.02,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3769025956074693
BigVul,5.0,0.1,0.05,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3705777886576624
BigVul,5.0,0.1,0.05,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3705777886576624
BigVul,5.0,0.1,0.05,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3705777886576624
BigVul,5.0,0.1,0.05,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3705777886576624
BigVul,5.0,0.1,0.05,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3705777886576624
BigVul,5.0,0.1,0.1,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.36003644374131744
BigVul,5.0,0.1,0.1,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.36003644374131744
BigVul,5.0,0.1,0.1,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.36003644374131744
BigVul,5.0,0.1,0.1,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.36003644374131744
BigVul,5.0,0.1,0.1,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.36003644374131744
BigVul,5.0,0.1,0.2,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.33895375390862764
BigVul,5.0,0.1,0.2,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.33895375390862764
BigVul,5.0,0.1,0.2,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.33895375390862764
BigVul,5.0,0.1,0.2,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.33895375390862764
BigVul,5.0,0.1,0.2,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.33895375390862764
BigVul,5.0,0.25,0.0,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3132603790613719
BigVul,5.0,0.25,0.0,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3132603790613719
BigVul,5.0,0.25,0.0,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3132603790613719
BigVul,5.0,0.25,0.0,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3132603790613719
BigVul,5.0,0.25,0.0,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3132603790613719
BigVul,5.0,0.25,0.02,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3090438410948339
BigVul,5.0,0.25,0.02,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3090438410948339
BigVul,5.0,0.25,0.02,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3090438410948339
BigVul,5.0,0.25,0.02,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3090438410948339
BigVul,5.0,0.25,0.02,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.3090438410948339
BigVul,5.0,0.25,0.05,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.302719034145027
BigVul,5.0,0.25,0.05,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.302719034145027
BigVul,5.0,0.25,0.05,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.302719034145027
BigVul,5.0,0.25,0.05,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.302719034145027
BigVul,5.0,0.25,0.05,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.302719034145027
BigVul,5.0,0.25,0.1,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.29217768922868204
BigVul,5.0,0.25,0.1,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.29217768922868204
BigVul,5.0,0.25,0.1,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.29217768922868204
BigVul,5.0,0.25,0.1,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.29217768922868204
BigVul,5.0,0.25,0.1,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.29217768922868204
BigVul,5.0,0.25,0.2,0.05,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.27109499939599224
BigVul,5.0,0.25,0.2,0.1,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.27109499939599224
BigVul,5.0,0.25,0.2,0.15,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.27109499939599224
BigVul,5.0,0.25,0.2,0.2,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.27109499939599224
BigVul,5.0,0.25,0.2,0.3,coverage_only,Coverage only,0.1935483870967742,0.5476083032490975,0.02425,0.925982449446776,0.2108268983268983,0.27109499939599224
BigVul,5.0,0.5,0.0,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20658167870036104
BigVul,5.0,0.5,0.0,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20658167870036104
BigVul,5.0,0.5,0.0,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20658167870036104
BigVul,5.0,0.5,0.0,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20658167870036104
BigVul,5.0,0.5,0.0,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20658167870036104
BigVul,5.0,0.5,0.02,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20203695540563774
BigVul,5.0,0.5,0.02,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20203695540563774
BigVul,5.0,0.5,0.02,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20203695540563774
BigVul,5.0,0.5,0.02,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20203695540563774
BigVul,5.0,0.5,0.02,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.20203695540563774
BigVul,5.0,0.5,0.05,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1952198704635528
BigVul,5.0,0.5,0.05,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1952198704635528
BigVul,5.0,0.5,0.05,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1952198704635528
BigVul,5.0,0.5,0.05,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1952198704635528
BigVul,5.0,0.5,0.05,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1952198704635528
BigVul,5.0,0.5,0.1,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.18385806222674456
BigVul,5.0,0.5,0.1,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.18385806222674456
BigVul,5.0,0.5,0.1,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.18385806222674456
BigVul,5.0,0.5,0.1,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.18385806222674456
BigVul,5.0,0.5,0.1,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.18385806222674456
BigVul,5.0,0.5,0.2,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1611344457531281
BigVul,5.0,0.5,0.2,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1611344457531281
BigVul,5.0,0.5,0.2,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1611344457531281
BigVul,5.0,0.5,0.2,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1611344457531281
BigVul,5.0,0.5,0.2,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,0.1611344457531281
BigVul,5.0,1.0,0.0,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.003932761732851953
BigVul,5.0,1.0,0.0,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.003932761732851953
BigVul,5.0,1.0,0.0,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.003932761732851953
BigVul,5.0,1.0,0.0,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.003932761732851953
BigVul,5.0,1.0,0.0,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.003932761732851953
BigVul,5.0,1.0,0.02,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.008477485027575248
BigVul,5.0,1.0,0.02,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.008477485027575248
BigVul,5.0,1.0,0.02,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.008477485027575248
BigVul,5.0,1.0,0.02,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.008477485027575248
BigVul,5.0,1.0,0.02,0.3,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.008477485027575248
BigVul,5.0,1.0,0.05,0.05,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.015294569969660188
BigVul,5.0,1.0,0.05,0.1,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.015294569969660188
BigVul,5.0,1.0,0.05,0.15,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.015294569969660188
BigVul,5.0,1.0,0.05,0.2,coverage_only,Coverage only,0.1794871794871795,0.578971119133574,0.032375,0.9083185840707964,0.2272361647361647,-0.015294569969660188
