dataset,trial,policy,control_mode,n_pairs,false_admissions,false_admission_rate
CVEfixes,85,coverage_only_tuned,same_category_different_cve,1500,85,0.056666666666666664
CVEfixes,85,random_at_mddc_recall,same_category_different_cve,1500,771,0.514
CVEfixes,86,mddc_strict_gate,same_category_different_cve,1500,216,0.144
CVEfixes,86,risk_score_tuned,same_category_different_cve,1500,766,0.5106666666666667
CVEfixes,86,coverage_only_tuned,same_category_different_cve,1500,87,0.058
CVEfixes,86,random_at_mddc_recall,same_category_different_cve,1500,736,0.49066666666666664
CVEfixes,87,mddc_strict_gate,same_category_different_cve,1500,205,0.13666666666666666
CVEfixes,87,risk_score_tuned,same_category_different_cve,1500,766,0.5106666666666667
CVEfixes,87,coverage_only_tuned,same_category_different_cve,1500,80,0.05333333333333334
CVEfixes,87,random_at_mddc_recall,same_category_different_cve,1500,756,0.504
CVEfixes,88,mddc_strict_gate,same_category_different_cve,1500,197,0.13133333333333333
CVEfixes,88,risk_score_tuned,same_category_different_cve,1500,755,0.5033333333333333
CVEfixes,88,coverage_only_tuned,same_category_different_cve,1500,66,0.044
CVEfixes,88,random_at_mddc_recall,same_category_different_cve,1500,766,0.5106666666666667
CVEfixes,89,mddc_strict_gate,same_category_different_cve,1500,190,0.12666666666666668
CVEfixes,89,risk_score_tuned,same_category_different_cve,1500,739,0.49266666666666664
CVEfixes,89,coverage_only_tuned,same_category_different_cve,1500,74,0.04933333333333333
CVEfixes,89,random_at_mddc_recall,same_category_different_cve,1500,717,0.478
CVEfixes,90,mddc_strict_gate,same_category_different_cve,1500,200,0.13333333333333333
CVEfixes,90,risk_score_tuned,same_category_different_cve,1500,747,0.498
CVEfixes,90,coverage_only_tuned,same_category_different_cve,1500,72,0.048
CVEfixes,90,random_at_mddc_recall,same_category_different_cve,1500,704,0.4693333333333333
CVEfixes,91,mddc_strict_gate,same_category_different_cve,1500,201,0.134
CVEfixes,91,risk_score_tuned,same_category_different_cve,1500,723,0.482
CVEfixes,91,coverage_only_tuned,same_category_different_cve,1500,64,0.042666666666666665
CVEfixes,91,random_at_mddc_recall,same_category_different_cve,1500,727,0.4846666666666667
CVEfixes,92,mddc_strict_gate,same_category_different_cve,1500,209,0.13933333333333334
CVEfixes,92,risk_score_tuned,same_category_different_cve,1500,741,0.494
CVEfixes,92,coverage_only_tuned,same_category_different_cve,1500,75,0.05
CVEfixes,92,random_at_mddc_recall,same_category_different_cve,1500,771,0.514
CVEfixes,93,mddc_strict_gate,same_category_different_cve,1500,203,0.13533333333333333
CVEfixes,93,risk_score_tuned,same_category_different_cve,1500,708,0.472
CVEfixes,93,coverage_only_tuned,same_category_different_cve,1500,71,0.04733333333333333
CVEfixes,93,random_at_mddc_recall,same_category_different_cve,1500,740,0.49333333333333335
CVEfixes,94,mddc_strict_gate,same_category_different_cve,1500,212,0.14133333333333334
CVEfixes,94,risk_score_tuned,same_category_different_cve,1500,767,0.5113333333333333
CVEfixes,94,coverage_only_tuned,same_category_different_cve,1500,93,0.062
CVEfixes,94,random_at_mddc_recall,same_category_different_cve,1500,729,0.486
CVEfixes,95,mddc_strict_gate,same_category_different_cve,1500,232,0.15466666666666667
CVEfixes,95,risk_score_tuned,same_category_different_cve,1500,709,0.4726666666666667
CVEfixes,95,coverage_only_tuned,same_category_different_cve,1500,96,0.064
CVEfixes,95,random_at_mddc_recall,same_category_different_cve,1500,712,0.4746666666666667
CVEfixes,96,mddc_strict_gate,same_category_different_cve,1500,212,0.14133333333333334
CVEfixes,96,risk_score_tuned,same_category_different_cve,1500,742,0.49466666666666664
CVEfixes,96,coverage_only_tuned,same_category_different_cve,1500,75,0.05
CVEfixes,96,random_at_mddc_recall,same_category_different_cve,1500,751,0.5006666666666667
CVEfixes,97,mddc_strict_gate,same_category_different_cve,1500,212,0.14133333333333334
CVEfixes,97,risk_score_tuned,same_category_different_cve,1500,721,0.4806666666666667
CVEfixes,97,coverage_only_tuned,same_category_different_cve,1500,64,0.042666666666666665
CVEfixes,97,random_at_mddc_recall,same_category_different_cve,1500,723,0.482
CVEfixes,98,mddc_strict_gate,same_category_different_cve,1500,201,0.134
CVEfixes,98,risk_score_tuned,same_category_different_cve,1500,751,0.5006666666666667
CVEfixes,98,coverage_only_tuned,same_category_different_cve,1500,77,0.051333333333333335
CVEfixes,98,random_at_mddc_recall,same_category_different_cve,1500,729,0.486
CVEfixes,99,mddc_strict_gate,same_category_different_cve,1500,224,0.14933333333333335
CVEfixes,99,risk_score_tuned,same_category_different_cve,1500,718,0.4786666666666667
CVEfixes,99,coverage_only_tuned,same_category_different_cve,1500,74,0.04933333333333333
CVEfixes,99,random_at_mddc_recall,same_category_different_cve,1500,765,0.51
CVEfixes,100,mddc_strict_gate,same_category_different_cve,1500,198,0.132
CVEfixes,100,risk_score_tuned,same_category_different_cve,1500,755,0.5033333333333333
CVEfixes,100,coverage_only_tuned,same_category_different_cve,1500,70,0.04666666666666667
CVEfixes,100,random_at_mddc_recall,same_category_different_cve,1500,745,0.49666666666666665
CVEfixes,101,mddc_strict_gate,same_category_different_cve,1500,225,0.15
CVEfixes,101,risk_score_tuned,same_category_different_cve,1500,741,0.494
CVEfixes,101,coverage_only_tuned,same_category_different_cve,1500,83,0.05533333333333333
CVEfixes,101,random_at_mddc_recall,same_category_different_cve,1500,760,0.5066666666666667
CVEfixes,102,mddc_strict_gate,same_category_different_cve,1500,205,0.13666666666666666
CVEfixes,102,risk_score_tuned,same_category_different_cve,1500,750,0.5
CVEfixes,102,coverage_only_tuned,same_category_different_cve,1500,77,0.051333333333333335
CVEfixes,102,random_at_mddc_recall,same_category_different_cve,1500,749,0.49933333333333335
CVEfixes,103,mddc_strict_gate,same_category_different_cve,1500,184,0.12266666666666666
CVEfixes,103,risk_score_tuned,same_category_different_cve,1500,725,0.48333333333333334
CVEfixes,103,coverage_only_tuned,same_category_different_cve,1500,72,0.048
CVEfixes,103,random_at_mddc_recall,same_category_different_cve,1500,757,0.5046666666666667
CVEfixes,104,mddc_strict_gate,same_category_different_cve,1500,181,0.12066666666666667
CVEfixes,104,risk_score_tuned,same_category_different_cve,1500,741,0.494
CVEfixes,104,coverage_only_tuned,same_category_different_cve,1500,70,0.04666666666666667
CVEfixes,104,random_at_mddc_recall,same_category_different_cve,1500,740,0.49333333333333335
CVEfixes,105,mddc_strict_gate,same_category_different_cve,1500,216,0.144
CVEfixes,105,risk_score_tuned,same_category_different_cve,1500,716,0.47733333333333333
CVEfixes,105,coverage_only_tuned,same_category_different_cve,1500,86,0.05733333333333333
CVEfixes,105,random_at_mddc_recall,same_category_different_cve,1500,732,0.488
CVEfixes,106,mddc_strict_gate,same_category_different_cve,1500,189,0.126
CVEfixes,106,risk_score_tuned,same_category_different_cve,1500,733,0.4886666666666667
CVEfixes,106,coverage_only_tuned,same_category_different_cve,1500,75,0.05
CVEfixes,106,random_at_mddc_recall,same_category_different_cve,1500,727,0.4846666666666667
CVEfixes,107,mddc_strict_gate,same_category_different_cve,1500,241,0.16066666666666668
CVEfixes,107,risk_score_tuned,same_category_different_cve,1500,760,0.5066666666666667
CVEfixes,107,coverage_only_tuned,same_category_different_cve,1500,85,0.056666666666666664
CVEfixes,107,random_at_mddc_recall,same_category_different_cve,1500,719,0.47933333333333333
CVEfixes,108,mddc_strict_gate,same_category_different_cve,1500,196,0.13066666666666665
CVEfixes,108,risk_score_tuned,same_category_different_cve,1500,730,0.4866666666666667
CVEfixes,108,coverage_only_tuned,same_category_different_cve,1500,77,0.051333333333333335
CVEfixes,108,random_at_mddc_recall,same_category_different_cve,1500,763,0.5086666666666667
CVEfixes,109,mddc_strict_gate,same_category_different_cve,1500,206,0.13733333333333334
CVEfixes,109,risk_score_tuned,same_category_different_cve,1500,751,0.5006666666666667
CVEfixes,109,coverage_only_tuned,same_category_different_cve,1500,76,0.050666666666666665
CVEfixes,109,random_at_mddc_recall,same_category_different_cve,1500,725,0.48333333333333334
CVEfixes,110,mddc_strict_gate,same_category_different_cve,1500,235,0.15666666666666668
CVEfixes,110,risk_score_tuned,same_category_different_cve,1500,727,0.4846666666666667
CVEfixes,110,coverage_only_tuned,same_category_different_cve,1500,80,0.05333333333333334
CVEfixes,110,random_at_mddc_recall,same_category_different_cve,1500,707,0.4713333333333333
CVEfixes,111,mddc_strict_gate,same_category_different_cve,1500,214,0.14266666666666666
CVEfixes,111,risk_score_tuned,same_category_different_cve,1500,748,0.49866666666666665
CVEfixes,111,coverage_only_tuned,same_category_different_cve,1500,91,0.06066666666666667
CVEfixes,111,random_at_mddc_recall,same_category_different_cve,1500,767,0.5113333333333333
CVEfixes,112,mddc_strict_gate,same_category_different_cve,1500,166,0.11066666666666666
CVEfixes,112,risk_score_tuned,same_category_different_cve,1500,776,0.5173333333333333
CVEfixes,112,coverage_only_tuned,same_category_different_cve,1500,74,0.04933333333333333
CVEfixes,112,random_at_mddc_recall,same_category_different_cve,1500,722,0.48133333333333334
CVEfixes,113,mddc_strict_gate,same_category_different_cve,1500,194,0.12933333333333333
CVEfixes,113,risk_score_tuned,same_category_different_cve,1500,777,0.518
CVEfixes,113,coverage_only_tuned,same_category_different_cve,1500,61,0.04066666666666666
CVEfixes,113,random_at_mddc_recall,same_category_different_cve,1500,755,0.5033333333333333
CVEfixes,114,mddc_strict_gate,same_category_different_cve,1500,210,0.14
CVEfixes,114,risk_score_tuned,same_category_different_cve,1500,713,0.47533333333333333
CVEfixes,114,coverage_only_tuned,same_category_different_cve,1500,83,0.05533333333333333
CVEfixes,114,random_at_mddc_recall,same_category_different_cve,1500,762,0.508
CVEfixes,115,mddc_strict_gate,same_category_different_cve,1500,211,0.14066666666666666
CVEfixes,115,risk_score_tuned,same_category_different_cve,1500,753,0.502
CVEfixes,115,coverage_only_tuned,same_category_different_cve,1500,86,0.05733333333333333
CVEfixes,115,random_at_mddc_recall,same_category_different_cve,1500,743,0.49533333333333335
CVEfixes,116,mddc_strict_gate,same_category_different_cve,1500,214,0.14266666666666666
CVEfixes,116,risk_score_tuned,same_category_different_cve,1500,737,0.49133333333333334
CVEfixes,116,coverage_only_tuned,same_category_different_cve,1500,63,0.042
CVEfixes,116,random_at_mddc_recall,same_category_different_cve,1500,743,0.49533333333333335
CVEfixes,117,mddc_strict_gate,same_category_different_cve,1500,208,0.13866666666666666
CVEfixes,117,risk_score_tuned,same_category_different_cve,1500,744,0.496
CVEfixes,117,coverage_only_tuned,same_category_different_cve,1500,77,0.051333333333333335
CVEfixes,117,random_at_mddc_recall,same_category_different_cve,1500,692,0.4613333333333333
CVEfixes,118,mddc_strict_gate,same_category_different_cve,1500,192,0.128
CVEfixes,118,risk_score_tuned,same_category_different_cve,1500,729,0.486
CVEfixes,118,coverage_only_tuned,same_category_different_cve,1500,85,0.056666666666666664
CVEfixes,118,random_at_mddc_recall,same_category_different_cve,1500,749,0.49933333333333335
CVEfixes,119,mddc_strict_gate,same_category_different_cve,1500,206,0.13733333333333334
CVEfixes,119,risk_score_tuned,same_category_different_cve,1500,717,0.478
CVEfixes,119,coverage_only_tuned,same_category_different_cve,1500,84,0.056
CVEfixes,119,random_at_mddc_recall,same_category_different_cve,1500,725,0.48333333333333334
CVEfixes,120,mddc_strict_gate,same_category_different_cve,1500,194,0.12933333333333333
CVEfixes,120,risk_score_tuned,same_category_different_cve,1500,723,0.482
CVEfixes,120,coverage_only_tuned,same_category_different_cve,1500,76,0.050666666666666665
CVEfixes,120,random_at_mddc_recall,same_category_different_cve,1500,737,0.49133333333333334
CVEfixes,121,mddc_strict_gate,same_category_different_cve,1500,209,0.13933333333333334
CVEfixes,121,risk_score_tuned,same_category_different_cve,1500,756,0.504
CVEfixes,121,coverage_only_tuned,same_category_different_cve,1500,73,0.048666666666666664
CVEfixes,121,random_at_mddc_recall,same_category_different_cve,1500,745,0.49666666666666665
CVEfixes,122,mddc_strict_gate,same_category_different_cve,1500,226,0.15066666666666667
CVEfixes,122,risk_score_tuned,same_category_different_cve,1500,709,0.4726666666666667
CVEfixes,122,coverage_only_tuned,same_category_different_cve,1500,86,0.05733333333333333
CVEfixes,122,random_at_mddc_recall,same_category_different_cve,1500,749,0.49933333333333335
CVEfixes,123,mddc_strict_gate,same_category_different_cve,1500,211,0.14066666666666666
CVEfixes,123,risk_score_tuned,same_category_different_cve,1500,741,0.494
CVEfixes,123,coverage_only_tuned,same_category_different_cve,1500,77,0.051333333333333335
CVEfixes,123,random_at_mddc_recall,same_category_different_cve,1500,771,0.514
CVEfixes,124,mddc_strict_gate,same_category_different_cve,1500,224,0.14933333333333335
CVEfixes,124,risk_score_tuned,same_category_different_cve,1500,730,0.4866666666666667
CVEfixes,124,coverage_only_tuned,same_category_different_cve,1500,96,0.064
CVEfixes,124,random_at_mddc_recall,same_category_different_cve,1500,741,0.494
CVEfixes,125,mddc_strict_gate,same_category_different_cve,1500,200,0.13333333333333333
CVEfixes,125,risk_score_tuned,same_category_different_cve,1500,736,0.49066666666666664
CVEfixes,125,coverage_only_tuned,same_category_different_cve,1500,74,0.04933333333333333
CVEfixes,125,random_at_mddc_recall,same_category_different_cve,1500,745,0.49666666666666665
CVEfixes,126,mddc_strict_gate,same_category_different_cve,1500,204,0.136
CVEfixes,126,risk_score_tuned,same_category_different_cve,1500,737,0.49133333333333334
CVEfixes,126,coverage_only_tuned,same_category_different_cve,1500,70,0.04666666666666667
CVEfixes,126,random_at_mddc_recall,same_category_different_cve,1500,721,0.4806666666666667
CVEfixes,127,mddc_strict_gate,same_category_different_cve,1500,229,0.15266666666666667
CVEfixes,127,risk_score_tuned,same_category_different_cve,1500,782,0.5213333333333333
CVEfixes,127,coverage_only_tuned,same_category_different_cve,1500,76,0.050666666666666665
CVEfixes,127,random_at_mddc_recall,same_category_different_cve,1500,757,0.5046666666666667
CVEfixes,128,mddc_strict_gate,same_category_different_cve,1500,211,0.14066666666666666
CVEfixes,128,risk_score_tuned,same_category_different_cve,1500,742,0.49466666666666664
CVEfixes,128,coverage_only_tuned,same_category_different_cve,1500,87,0.058
CVEfixes,128,random_at_mddc_recall,same_category_different_cve,1500,747,0.498
CVEfixes,129,mddc_strict_gate,same_category_different_cve,1500,201,0.134
CVEfixes,129,risk_score_tuned,same_category_different_cve,1500,759,0.506
CVEfixes,129,coverage_only_tuned,same_category_different_cve,1500,61,0.04066666666666666
CVEfixes,129,random_at_mddc_recall,same_category_different_cve,1500,736,0.49066666666666664
CVEfixes,130,mddc_strict_gate,same_category_different_cve,1500,208,0.13866666666666666
CVEfixes,130,risk_score_tuned,same_category_different_cve,1500,720,0.48
CVEfixes,130,coverage_only_tuned,same_category_different_cve,1500,69,0.046
CVEfixes,130,random_at_mddc_recall,same_category_different_cve,1500,736,0.49066666666666664
CVEfixes,131,mddc_strict_gate,same_category_different_cve,1500,188,0.12533333333333332
CVEfixes,131,risk_score_tuned,same_category_different_cve,1500,756,0.504
CVEfixes,131,coverage_only_tuned,same_category_different_cve,1500,61,0.04066666666666666
CVEfixes,131,random_at_mddc_recall,same_category_different_cve,1500,716,0.47733333333333333
CVEfixes,132,mddc_strict_gate,same_category_different_cve,1500,202,0.13466666666666666
CVEfixes,132,risk_score_tuned,same_category_different_cve,1500,747,0.498
CVEfixes,132,coverage_only_tuned,same_category_different_cve,1500,81,0.054
CVEfixes,132,random_at_mddc_recall,same_category_different_cve,1500,704,0.4693333333333333
CVEfixes,133,mddc_strict_gate,same_category_different_cve,1500,198,0.132
CVEfixes,133,risk_score_tuned,same_category_different_cve,1500,767,0.5113333333333333
CVEfixes,133,coverage_only_tuned,same_category_different_cve,1500,78,0.052
CVEfixes,133,random_at_mddc_recall,same_category_different_cve,1500,762,0.508
CVEfixes,134,mddc_strict_gate,same_category_different_cve,1500,203,0.13533333333333333
CVEfixes,134,risk_score_tuned,same_category_different_cve,1500,747,0.498
CVEfixes,134,coverage_only_tuned,same_category_different_cve,1500,88,0.058666666666666666
CVEfixes,134,random_at_mddc_recall,same_category_different_cve,1500,739,0.49266666666666664
CVEfixes,135,mddc_strict_gate,same_category_different_cve,1500,206,0.13733333333333334
CVEfixes,135,risk_score_tuned,same_category_different_cve,1500,727,0.4846666666666667
CVEfixes,135,coverage_only_tuned,same_category_different_cve,1500,75,0.05
CVEfixes,135,random_at_mddc_recall,same_category_different_cve,1500,793,0.5286666666666666
CVEfixes,136,mddc_strict_gate,same_category_different_cve,1500,193,0.12866666666666668
CVEfixes,136,risk_score_tuned,same_category_different_cve,1500,746,0.49733333333333335
CVEfixes,136,coverage_only_tuned,same_category_different_cve,1500,76,0.050666666666666665
CVEfixes,136,random_at_mddc_recall,same_category_different_cve,1500,765,0.51
CVEfixes,137,mddc_strict_gate,same_category_different_cve,1500,205,0.13666666666666666
CVEfixes,137,risk_score_tuned,same_category_different_cve,1500,757,0.5046666666666667
CVEfixes,137,coverage_only_tuned,same_category_different_cve,1500,71,0.04733333333333333
CVEfixes,137,random_at_mddc_recall,same_category_different_cve,1500,759,0.506
CVEfixes,138,mddc_strict_gate,same_category_different_cve,1500,215,0.14333333333333334
CVEfixes,138,risk_score_tuned,same_category_different_cve,1500,768,0.512
CVEfixes,138,coverage_only_tuned,same_category_different_cve,1500,81,0.054
CVEfixes,138,random_at_mddc_recall,same_category_different_cve,1500,736,0.49066666666666664
CVEfixes,139,mddc_strict_gate,same_category_different_cve,1500,204,0.136
CVEfixes,139,risk_score_tuned,same_category_different_cve,1500,756,0.504
CVEfixes,139,coverage_only_tuned,same_category_different_cve,1500,74,0.04933333333333333
CVEfixes,139,random_at_mddc_recall,same_category_different_cve,1500,716,0.47733333333333333
CVEfixes,140,mddc_strict_gate,same_category_different_cve,1500,209,0.13933333333333334
CVEfixes,140,risk_score_tuned,same_category_different_cve,1500,714,0.476
CVEfixes,140,coverage_only_tuned,same_category_different_cve,1500,72,0.048
CVEfixes,140,random_at_mddc_recall,same_category_different_cve,1500,734,0.48933333333333334
CVEfixes,141,mddc_strict_gate,same_category_different_cve,1500,228,0.152
CVEfixes,141,risk_score_tuned,same_category_different_cve,1500,757,0.5046666666666667
CVEfixes,141,coverage_only_tuned,same_category_different_cve,1500,76,0.050666666666666665
CVEfixes,141,random_at_mddc_recall,same_category_different_cve,1500,714,0.476
CVEfixes,142,mddc_strict_gate,same_category_different_cve,1500,200,0.13333333333333333
CVEfixes,142,risk_score_tuned,same_category_different_cve,1500,733,0.4886666666666667
CVEfixes,142,coverage_only_tuned,same_category_different_cve,1500,84,0.056
CVEfixes,142,random_at_mddc_recall,same_category_different_cve,1500,723,0.482
CVEfixes,143,mddc_strict_gate,same_category_different_cve,1500,201,0.134
CVEfixes,143,risk_score_tuned,same_category_different_cve,1500,748,0.49866666666666665
CVEfixes,143,coverage_only_tuned,same_category_different_cve,1500,75,0.05
CVEfixes,143,random_at_mddc_recall,same_category_different_cve,1500,732,0.488
CVEfixes,144,mddc_strict_gate,same_category_different_cve,1500,208,0.13866666666666666
CVEfixes,144,risk_score_tuned,same_category_different_cve,1500,731,0.48733333333333334
CVEfixes,144,coverage_only_tuned,same_category_different_cve,1500,70,0.04666666666666667
CVEfixes,144,random_at_mddc_recall,same_category_different_cve,1500,771,0.514
CVEfixes,145,mddc_strict_gate,same_category_different_cve,1500,195,0.13
CVEfixes,145,risk_score_tuned,same_category_different_cve,1500,762,0.508
CVEfixes,145,coverage_only_tuned,same_category_different_cve,1500,67,0.04466666666666667
CVEfixes,145,random_at_mddc_recall,same_category_different_cve,1500,768,0.512
CVEfixes,146,mddc_strict_gate,same_category_different_cve,1500,192,0.128
CVEfixes,146,risk_score_tuned,same_category_different_cve,1500,773,0.5153333333333333
CVEfixes,146,coverage_only_tuned,same_category_different_cve,1500,68,0.04533333333333334
CVEfixes,146,random_at_mddc_recall,same_category_different_cve,1500,735,0.49
CVEfixes,147,mddc_strict_gate,same_category_different_cve,1500,193,0.12866666666666668
CVEfixes,147,risk_score_tuned,same_category_different_cve,1500,716,0.47733333333333333
CVEfixes,147,coverage_only_tuned,same_category_different_cve,1500,82,0.05466666666666667
CVEfixes,147,random_at_mddc_recall,same_category_different_cve,1500,731,0.48733333333333334
CVEfixes,148,mddc_strict_gate,same_category_different_cve,1500,211,0.14066666666666666
CVEfixes,148,risk_score_tuned,same_category_different_cve,1500,770,0.5133333333333333
CVEfixes,148,coverage_only_tuned,same_category_different_cve,1500,74,0.04933333333333333
CVEfixes,148,random_at_mddc_recall,same_category_different_cve,1500,731,0.48733333333333334
CVEfixes,149,mddc_strict_gate,same_category_different_cve,1500,196,0.13066666666666665
CVEfixes,149,risk_score_tuned,same_category_different_cve,1500,685,0.45666666666666667
CVEfixes,149,coverage_only_tuned,same_category_different_cve,1500,72,0.048
CVEfixes,149,random_at_mddc_recall,same_category_different_cve,1500,700,0.4666666666666667
CVEfixes,150,mddc_strict_gate,same_category_different_cve,1500,185,0.12333333333333334
CVEfixes,150,risk_score_tuned,same_category_different_cve,1500,716,0.47733333333333333
CVEfixes,150,coverage_only_tuned,same_category_different_cve,1500,69,0.046
CVEfixes,150,random_at_mddc_recall,same_category_different_cve,1500,745,0.49666666666666665
CVEfixes,151,mddc_strict_gate,same_category_different_cve,1500,213,0.142
CVEfixes,151,risk_score_tuned,same_category_different_cve,1500,738,0.492
CVEfixes,151,coverage_only_tuned,same_category_different_cve,1500,81,0.054
CVEfixes,151,random_at_mddc_recall,same_category_different_cve,1500,761,0.5073333333333333
CVEfixes,152,mddc_strict_gate,same_category_different_cve,1500,224,0.14933333333333335
CVEfixes,152,risk_score_tuned,same_category_different_cve,1500,726,0.484
CVEfixes,152,coverage_only_tuned,same_category_different_cve,1500,83,0.05533333333333333
CVEfixes,152,random_at_mddc_recall,same_category_different_cve,1500,737,0.49133333333333334
CVEfixes,153,mddc_strict_gate,same_category_different_cve,1500,213,0.142
CVEfixes,153,risk_score_tuned,same_category_different_cve,1500,778,0.5186666666666667
CVEfixes,153,coverage_only_tuned,same_category_different_cve,1500,78,0.052
CVEfixes,153,random_at_mddc_recall,same_category_different_cve,1500,716,0.47733333333333333
CVEfixes,154,mddc_strict_gate,same_category_different_cve,1500,177,0.118
CVEfixes,154,risk_score_tuned,same_category_different_cve,1500,741,0.494
CVEfixes,154,coverage_only_tuned,same_category_different_cve,1500,75,0.05
CVEfixes,154,random_at_mddc_recall,same_category_different_cve,1500,746,0.49733333333333335
CVEfixes,155,mddc_strict_gate,same_category_different_cve,1500,217,0.14466666666666667
CVEfixes,155,risk_score_tuned,same_category_different_cve,1500,711,0.474
CVEfixes,155,coverage_only_tuned,same_category_different_cve,1500,82,0.05466666666666667
CVEfixes,155,random_at_mddc_recall,same_category_different_cve,1500,753,0.502
CVEfixes,156,mddc_strict_gate,same_category_different_cve,1500,230,0.15333333333333332
CVEfixes,156,risk_score_tuned,same_category_different_cve,1500,736,0.49066666666666664
CVEfixes,156,coverage_only_tuned,same_category_different_cve,1500,82,0.05466666666666667
CVEfixes,156,random_at_mddc_recall,same_category_different_cve,1500,747,0.498
CVEfixes,157,mddc_strict_gate,same_category_different_cve,1500,174,0.116
CVEfixes,157,risk_score_tuned,same_category_different_cve,1500,752,0.5013333333333333
CVEfixes,157,coverage_only_tuned,same_category_different_cve,1500,54,0.036
CVEfixes,157,random_at_mddc_recall,same_category_different_cve,1500,753,0.502
CVEfixes,158,mddc_strict_gate,same_category_different_cve,1500,195,0.13
CVEfixes,158,risk_score_tuned,same_category_different_cve,1500,734,0.48933333333333334
CVEfixes,158,coverage_only_tuned,same_category_different_cve,1500,65,0.043333333333333335
CVEfixes,158,random_at_mddc_recall,same_category_different_cve,1500,745,0.49666666666666665
CVEfixes,159,mddc_strict_gate,same_category_different_cve,1500,212,0.14133333333333334
CVEfixes,159,risk_score_tuned,same_category_different_cve,1500,735,0.49
CVEfixes,159,coverage_only_tuned,same_category_different_cve,1500,93,0.062
CVEfixes,159,random_at_mddc_recall,same_category_different_cve,1500,725,0.48333333333333334
CVEfixes,160,mddc_strict_gate,same_category_different_cve,1500,187,0.12466666666666666
CVEfixes,160,risk_score_tuned,same_category_different_cve,1500,732,0.488
CVEfixes,160,coverage_only_tuned,same_category_different_cve,1500,65,0.043333333333333335
CVEfixes,160,random_at_mddc_recall,same_category_different_cve,1500,739,0.49266666666666664
CVEfixes,161,mddc_strict_gate,same_category_different_cve,1500,213,0.142
CVEfixes,161,risk_score_tuned,same_category_different_cve,1500,750,0.5
CVEfixes,161,coverage_only_tuned,same_category_different_cve,1500,76,0.050666666666666665
CVEfixes,161,random_at_mddc_recall,same_category_different_cve,1500,740,0.49333333333333335
CVEfixes,162,mddc_strict_gate,same_category_different_cve,1500,197,0.13133333333333333
CVEfixes,162,risk_score_tuned,same_category_different_cve,1500,752,0.5013333333333333
CVEfixes,162,coverage_only_tuned,same_category_different_cve,1500,66,0.044
CVEfixes,162,random_at_mddc_recall,same_category_different_cve,1500,738,0.492
CVEfixes,163,mddc_strict_gate,same_category_different_cve,1500,183,0.122
CVEfixes,163,risk_score_tuned,same_category_different_cve,1500,730,0.4866666666666667
CVEfixes,163,coverage_only_tuned,same_category_different_cve,1500,61,0.04066666666666666
CVEfixes,163,random_at_mddc_recall,same_category_different_cve,1500,732,0.488
CVEfixes,164,mddc_strict_gate,same_category_different_cve,1500,203,0.13533333333333333
CVEfixes,164,risk_score_tuned,same_category_different_cve,1500,741,0.494
CVEfixes,164,coverage_only_tuned,same_category_different_cve,1500,64,0.042666666666666665
CVEfixes,164,random_at_mddc_recall,same_category_different_cve,1500,731,0.48733333333333334
CVEfixes,165,mddc_strict_gate,same_category_different_cve,1500,202,0.13466666666666666
CVEfixes,165,risk_score_tuned,same_category_different_cve,1500,716,0.47733333333333333
CVEfixes,165,coverage_only_tuned,same_category_different_cve,1500,79,0.05266666666666667
CVEfixes,165,random_at_mddc_recall,same_category_different_cve,1500,719,0.47933333333333333
CVEfixes,166,mddc_strict_gate,same_category_different_cve,1500,221,0.14733333333333334
CVEfixes,166,risk_score_tuned,same_category_different_cve,1500,709,0.4726666666666667
CVEfixes,166,coverage_only_tuned,same_category_different_cve,1500,77,0.051333333333333335
CVEfixes,166,random_at_mddc_recall,same_category_different_cve,1500,732,0.488
CVEfixes,167,mddc_strict_gate,same_category_different_cve,1500,203,0.13533333333333333
CVEfixes,167,risk_score_tuned,same_category_different_cve,1500,744,0.496
CVEfixes,167,coverage_only_tuned,same_category_different_cve,1500,70,0.04666666666666667
CVEfixes,167,random_at_mddc_recall,same_category_different_cve,1500,742,0.49466666666666664
CVEfixes,168,mddc_strict_gate,same_category_different_cve,1500,209,0.13933333333333334
CVEfixes,168,risk_score_tuned,same_category_different_cve,1500,726,0.484
CVEfixes,168,coverage_only_tuned,same_category_different_cve,1500,78,0.052
CVEfixes,168,random_at_mddc_recall,same_category_different_cve,1500,758,0.5053333333333333
CVEfixes,169,mddc_strict_gate,same_category_different_cve,1500,209,0.13933333333333334
CVEfixes,169,risk_score_tuned,same_category_different_cve,1500,766,0.5106666666666667
CVEfixes,169,coverage_only_tuned,same_category_different_cve,1500,81,0.054
CVEfixes,169,random_at_mddc_recall,same_category_different_cve,1500,733,0.4886666666666667
CVEfixes,170,mddc_strict_gate,same_category_different_cve,1500,245,0.16333333333333333
CVEfixes,170,risk_score_tuned,same_category_different_cve,1500,718,0.4786666666666667
CVEfixes,170,coverage_only_tuned,same_category_different_cve,1500,90,0.06
CVEfixes,170,random_at_mddc_recall,same_category_different_cve,1500,730,0.4866666666666667
CVEfixes,171,mddc_strict_gate,same_category_different_cve,1500,213,0.142
CVEfixes,171,risk_score_tuned,same_category_different_cve,1500,695,0.4633333333333333
CVEfixes,171,coverage_only_tuned,same_category_different_cve,1500,82,0.05466666666666667
CVEfixes,171,random_at_mddc_recall,same_category_different_cve,1500,729,0.486
